Gene
ALPG
AC025171.5
ARGFX
CCNA1
DPPA3
DUXA
H3.Y
KHDC1L
KLF17
LEUTX
MBD3L2
MBD3L2B
MBD3L5
MYCL
MYCL
ODC1
PITX1
PNP
PRAMEF1
PRAMEF12
PRAMEF14
PRAMEF5
PRAMEF6
PRAMEF8
RFPL4B
SLC34A2
SUSD2
TPRX1
TRIM48
TRIM49
TRIM49B
TRIM49C
TRIM51
TRIM60
TRIM64B
ZNF296
ZSCAN4
KDM4E
MAEL
MBD3L3
PRAMEF11
RFPL2
RFPL4A
TRIM43B
ZSCAN5B
