Gene	GV.0	GV.1	MI.0	MI.1	MII.0	MII.1	PN.0	PN.1	CL.0	CL.1	MOR.0	MOR.1	ICM.0	ICM.1	TROPH.0	TROPH.1
LSAU	2.428842275	2.214329895	1.918658281	1.736896681	1.591177222	2.267571579	3.106555292	1.684140516	3.708267678	4.345260053	3.760850987	3.016133399	3.762728224	3.770008235	2.653525102	2.360523429
(TAAA)n	6.349911806	6.156409919	6.771893564	6.734748214	6.468921471	5.802160557	6.599090352	6.453206954	8.268381217	7.651068483	8.117099156	8.301535618	8.604701343	8.703827158	7.770069007	8.282634762
L1MA4	9.525313422	9.235464108	10.00586853	9.824612073	9.397243448	9.160962344	9.386042393	9.234117659	10.95417101	10.56693667	11.29511784	11.22415253	11.7884215	11.75399318	11.21606108	11.32604538
polypurine	6.748096236	6.506566305	5.750342532	5.479005578	5.261715454	5.631319849	5.488604379	5.292949759	6.797121069	6.915303134	5.924826723	6.147839078	6.696300863	7.470447953	5.847903147	6.493548848
LTR43	5.367441731	5.442435967	4.603156455	4.891473718	4.478702492	4.408927428	5.174018259	4.875282004	6.588101975	6.393427336	5.876328205	5.558027177	7.480815808	7.021233338	5.428818815	5.819955048
(CAGA)n	5.325006464	4.860321829	4.212841385	4.675496136	4.254142234	4.623052233	5.0833479	5.244855471	6.474497867	6.75695411	5.692464012	5.118495116	6.216904118	6.27986928	4.930365307	4.967181001
MER65D	5.189654611	5.234229452	5.073235318	4.937036295	4.997169581	4.369933296	5.159296754	4.937121258	6.562165186	6.444201903	6.263351328	6.676863407	7.179567966	7.285365268	6.86597472	6.928997807
LTR35A	3.401875228	3.436722316	2.735794224	3.852373898	2.542267621	3.224502857	2.681249457	2.169567344	3.843619531	3.982689974	3.760850987	4.601095899	3.642433991	3.33390912	3.596941573	4.110545176
AluYa5	9.041915483	8.249790889	9.238437909	8.994284524	8.99886987	8.443377938	8.80758519	8.385504743	10.35046737	9.689720362	10.69988597	10.57927358	11.06833401	11.0067504	10.35449826	10.84543784
L1ME3D	8.728559091	8.444572766	8.423429987	8.484769961	8.270188076	8.055090085	8.480484815	8.327034589	9.990330675	9.680926095	9.842802845	9.821213374	10.1815928	10.17644434	9.74831335	9.978575167
LTR43-int	1.374394491	0.918874011	0.69626586	2.388973378	0.006214721	-0.234928762	2.409947435	2.025177434	3.799898154	3.620119895	3.093426327	2.098595559	2.288797036	-0.753553721	2.412517002	1.708446733
L1M3	9.038636629	8.664624719	9.264010721	9.220712458	8.421533969	8.268896976	8.458105436	8.286035083	10.01563648	9.568129477	10.61005335	10.65871606	10.99653961	10.93688084	10.38406056	10.62943753
(TAGG)n	4.986837728	4.14594292	4.155697478	4.355806514	3.566929675	3.734697589	4.540651127	3.96707448	5.805436337	5.62746187	6.017190741	5.615171085	6.084656319	5.079336293	5.522940992	5.344035306
LTR16D1	3.288664617	2.951295489	2.655623875	2.473862275	2.542267621	1.350033739	3.333326153	2.421106111	3.392240185	4.994094737	4.215416851	4.656591012	4.476424039	4.001333781	5.019174574	4.515801655
LTR71A	4.544319493	4.578383465	4.096196467	4.728283551	4.313643246	4.51995874	3.994909936	4.220193417	5.93234845	4.971194335	5.481696916	5.303709989	5.658030846	6.188960784	5.181904074	5.470947419
MER57E1	5.381313905	5.194152013	4.726013203	5.145479158	4.672971313	4.012998752	4.470829677	4.252983352	5.641716485	5.918299387	6.521663324	6.69022179	6.237813107	6.630150571	6.051117467	6.158479653
LTR65	5.17380066	5.096067013	4.802465264	4.844425145	4.739569061	5.256924335	4.846587189	4.976922266	6.495206764	6.129531362	6.440591713	6.594006475	7.190334397	7.217989833	6.029900981	6.537716431
AluSg	11.92491931	11.81279601	11.8697348	11.9616449	11.80719549	11.75387425	11.7526352	11.59093092	13.12622392	13.03344559	13.59262738	13.50981228	13.88213628	14.20350296	13.49327398	13.53935801
MER21B	8.538914688	8.345901088	8.545236479	8.342464386	8.55233748	8.320938508	8.638766126	8.620385832	10.09012972	9.972996578	11.24347223	11.31534142	11.3753756	11.49999834	11.19596175	11.08998968
L1M2c	5.325006464	4.808170547	5.834679888	5.372485255	4.844157963	4.866609265	5.0988609	4.765934608	6.328277126	6.367353824	6.699450443	6.888672489	7.201021076	7.007997511	6.370937899	6.928997807
(CTAAG)n	0.481309695	-2.540557607	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	0.947455342	-1.99458995	-0.994036515	-1.071329443	-0.881127965	0.831408779	-1.046914616	-1.098908189
Zaphod2	4.494133735	4.354260156	4.468855364	4.504450595	4.313643246	3.309391754	4.266211958	3.65989297	5.5523174	5.224578571	6.282087891	5.774160608	6.665766495	6.664298794	5.871948621	6.158479653
(CATTG)n	-2.326045227	-0.955595107	0.33369578	0.15193418	-2.315713374	0.98746366	-2.44803356	-2.222750079	0.099458435	-1.99458995	1.32789158	-1.071329443	-0.881127965	-0.753553721	-1.046914616	-1.098908189
UCON1	-2.326045227	-0.955595107	-0.151731047	1.045018976	0.854211627	-0.234928762	-0.126105465	-2.222750079	1.236961959	-0.409627449	0.590925986	1.250598652	0.703834535	-0.753553721	-1.046914616	-1.098908189
Charlie1	7.561175389	7.376814472	7.824403426	7.663122068	7.174134586	7.090001821	7.261050253	7.032278491	8.628498492	8.430625954	9.329018246	9.161091485	9.581374307	9.639836736	9.221042468	9.389936157
LTR40c	5.26641181	5.384254896	5.057722319	5.625350028	5.306338445	5.074926501	5.403715481	5.39930174	6.840925422	6.723086473	6.918852822	6.649769746	7.445301522	7.470447953	6.420690934	6.9400108
MER6B	5.281285087	4.95928828	5.520694295	5.872056264	5.585153434	4.974524604	5.245453397	5.384580235	6.86764276	6.485190314	7.873242225	7.739242192	8.07015675	8.249261294	7.670761807	7.810984894
(ACATG)n	-0.741082726	-0.218629513	-2.473659142	-0.333492647	-2.315713374	-1.819891262	1.458857036	-2.222750079	2.42138653	1.464841669	1.813318407	2.098595559	3.02576263	1.568374374	2.859975979	2.071016812
MSTC	7.527264328	7.463662859	7.533368125	7.25896439	6.985782821	6.841886835	7.328399472	7.451442189	8.930448917	8.498264671	8.941128535	8.913089016	9.150917762	9.549085203	8.834199344	8.87980227
(CAAT)n	4.149688204	4.227626717	3.254261313	4.112763583	3.661566549	3.734697589	3.224391782	3.707987258	5.178409777	4.345260053	5.028331298	5.404403988	6.107556721	6.040862145	5.667330901	5.912319066
LTR22	2.531935768	1.851759815	-0.888696641	2.202560253	1.591177222	0.98746366	1.639429281	1.236681539	2.169847763	3.290812269	2.706403203	2.835561153	2.819311753	3.638763702	2.123010385	2.807982406
LTR87	5.574821581	5.28599088	6.038093512	5.079288878	4.672971313	4.51995874	4.846587189	5.244855471	6.366244976	6.427474817	7.376650892	7.10359624	7.70758667	7.726226543	6.841828633	6.801958619
L1M4c	9.642981475	9.263976796	10.44278018	10.28029682	9.700050113	9.390171221	9.42425655	9.326553289	10.87375134	10.52921701	10.72235427	10.52811854	11.15607578	11.1716298	10.60637833	10.69021786
AluSx	13.93069789	13.74207839	14.12271991	13.96091272	13.85513102	13.72238493	13.78361889	13.64792769	15.14184457	14.95321818	15.41702753	15.35406679	15.76246051	15.95066065	15.31037964	15.41886883
(ATTG)n	4.213113584	4.557474476	4.993946408	4.620703663	3.988067374	4.110846075	4.346382306	4.117099924	5.641716485	5.489225828	6.521663324	6.259587436	6.740923854	7.171258782	6.515327808	6.635801431
HERVH-int	14.34973267	14.34150028	13.9181718	13.80476315	14.09382673	13.96103291	14.00923509	13.93773197	15.32419122	15.27626198	15.76305394	15.78787773	15.49687895	15.51934939	15.31966374	15.31863121
MER72B	3.346380115	3.799292395	3.592430049	3.275316596	3.176139722	1.639540356	3.384856454	2.82164404	4.766215027	4.071499241	4.983243409	5.195457098	5.748228655	5.932946806	5.181904074	5.376825242
AluSc5	9.039730408	8.987408034	9.030663307	9.045452413	9.016882684	9.00108543	8.955511118	8.819593301	10.16796803	10.25600456	10.68764114	10.67895883	11.15538911	11.34612283	10.68567682	10.67875809
MER61E	4.950079178	4.619313729	5.340122049	5.372485255	5.276743663	5.074926501	5.488604379	4.832532356	6.249205555	6.750243888	6.613293799	6.329549994	6.13009929	5.987913265	5.74750125	6.120260331
Charlie21a	4.986837728	4.716830235	5.47470809	5.568580932	4.717709627	4.866609265	4.809354283	4.64761464	6.335951054	5.656461742	7.180889168	7.237009588	7.242993346	7.431321622	7.087511704	7.209430841
(GAAA)n	6.607645428	6.224313983	6.979611492	6.747591282	6.753064904	6.715384114	6.652628779	6.365964556	8.038449874	7.565742885	7.933741447	7.970329709	8.62070922	8.744298116	7.270497997	7.665963401
MER9a1	4.519444824	4.279621355	5.462978797	3.973935878	4.254142234	4.687903378	4.790371179	4.996418441	6.224613567	6.190285393	7.170870412	6.792856702	7.090415589	6.777827739	6.499979844	6.566427728
(TTCCG)n	-2.326045227	-0.955595107	0.69626586	1.432042099	-2.315713374	-1.819891262	-0.863071059	-2.222750079	-2.222469659	0.812764972	1.32789158	2.388102176	1.926226957	1.568374374	-1.046914616	0.486054311
(ACGTG)n	-2.326045227	-2.540557607	1.613803699	-1.070458241	-2.315713374	-1.819891262	0.359321362	-2.222750079	1.864993182	-0.409627449	-0.994036515	-1.071329443	1.44080013	-0.753553721	-1.046914616	1.708446733
L1P3	8.436336812	8.024544471	9.005615888	8.749188656	7.991487435	7.629257383	7.985551881	7.879225592	9.369520108	9.080220512	9.836478692	9.801345438	10.19501956	10.20717227	9.638710223	9.917203649
(GGGGA)n	2.197516729	2.58872541	1.613803699	2.770844013	2.076604049	2.428036251	2.681249457	2.300811877	3.843619531	3.786769764	3.760850987	4.354935312	5.096151958	4.290840398	3.811066379	4.258643815
MER75B	1.921882287	1.546905234	1.613803699	1.251469854	1.143718245	0.98746366	0.359321362	1.864712762	2.635511336	2.528972006	3.093426327	2.098595559	3.511189457	4.455899644	2.653525102	3.424653767
Eulor9B	-0.741082726	-2.540557607	-0.888696641	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	0.099458435	-1.99458995	-0.994036515	2.098595559	-0.881127965	1.568374374	0.538047884	-1.098908189
(AACTG)n	-0.741082726	-2.540557607	-2.473659142	-2.655420742	-2.315713374	-0.234928762	-2.44803356	-2.222750079	0.099458435	-1.99458995	0.590925986	-1.071329443	2.288797036	-0.753553721	-1.046914616	-1.098908189
LTR71B	4.59281801	4.678610913	3.866190861	3.973935878	3.951073167	3.961468451	4.027699871	4.006068611	5.245135891	5.371732265	5.072052676	5.5285834	5.658030846	5.689389775	4.975453197	5.376825242
Charlie1b	7.606169525	7.337493305	7.847141407	7.778164699	7.289766144	7.083990583	7.29174705	7.255008187	8.758383947	8.332962695	9.310885155	9.180152968	9.569052282	9.729254235	9.104101923	9.309421551
MER94B	4.388200291	4.029298001	4.645281931	4.693307412	4.313643246	3.852534079	4.18132306	4.220193417	5.678397149	5.262797893	5.692464012	5.467829369	6.107556721	6.301728714	5.895599889	6.232008689
MER49	6.349911806	6.163345966	6.045977111	6.39170317	5.87904348	5.663924515	6.33004357	6.156628288	7.462278961	7.607180839	8.158248328	8.096088703	8.255863147	8.453460599	7.938927321	7.886933748
MER66C	4.813506125	4.716830235	4.665892211	4.906821682	3.874111185	3.038089733	4.751638785	4.64761464	6.048993369	5.918299387	6.145514838	6.204794963	6.586477585	6.541067028	5.611296866	5.559303293
(CCTA)n	3.228543625	3.131867735	3.254261313	2.959289102	2.439174128	2.086999333	2.50616275	2.169567344	3.135082345	4.027777863	4.620673329	4.354935312	5.347690725	5.354970736	4.835728433	5.009616267
MER92B	5.917128757	5.947282426	6.284564073	5.808103631	6.063664993	5.873595695	6.443750143	6.121545829	7.534086663	7.618278548	8.178390994	8.150257679	8.42036823	8.906442171	8.037893771	8.325258099
(CAATC)n	-2.326045227	-2.540557607	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	-2.222469659	-0.409627449	4.291365704	3.973064677	3.97685303	3.153336874	4.625510726	3.759072806
Charlie7	7.857590155	7.513368274	8.023194636	8.192419614	7.240792681	7.143004743	7.29174705	7.290977517	8.76692484	8.346372815	9.375560832	9.3726501	9.625675472	9.761160333	9.316125014	9.324207721
Tigger4a	8.16480565	7.708555845	8.686842606	8.395108164	7.860459775	7.463197091	8.162068503	7.902663391	9.591712225	8.983405419	10.17651452	10.092949	10.68159146	10.72065922	10.20041956	10.33311166
Charlie23a	6.145629987	6.149440364	6.595119136	6.517006767	5.828944869	5.511025616	5.785586117	5.760243496	7.088143122	7.013838672	7.822947109	7.666762817	7.979958941	8.156339363	7.663891817	7.8755064
MER127	3.346380115	3.014031244	3.307700572	3.366947071	2.542267621	2.267571579	3.279886895	2.906532938	4.854345938	3.677835392	4.050357605	4.286222562	5.001515084	5.586296282	4.734445097	4.878371734
UCON2	2.317810963	2.317423388	3.457078196	1.868141214	1.384726344	2.703670694	2.306853942	1.864712762	2.906813358	3.786769764	3.86394448	3.973064677	4.404274254	4.200642589	3.040548225	4.629012265
Mam_R4	4.59281801	4.227626717	4.875069012	4.544251603	3.615023963	3.908029192	4.372145402	3.96707448	5.45701044	5.473015601	6.457174597	6.1860584	6.826231167	7.110632423	6.210473226	6.508422124
FRAM	9.288204501	8.990336374	9.181424303	9.123067119	9.012400521	8.788363559	9.022116875	8.96398321	10.35046737	10.1806477	10.86277804	10.80096067	11.27842806	11.43410764	10.71754235	10.78945455
HUERS-P3-int	6.018250681	5.624349319	5.973424084	5.77503181	5.391645758	4.749964346	5.746723294	5.628998962	7.205890513	6.674295035	8.014392107	8.008155341	8.171440085	7.97776531	7.54927514	7.804973656
LTR3	4.494133735	4.716830235	4.065499669	3.573397949	4.672971313	4.446895278	4.540651127	4.765934608	5.911956661	5.953777282	5.800379352	5.404403988	5.493911466	5.436270838	5.823450103	5.669276135
AluY	13.34474931	13.11639789	13.47514153	13.48933707	13.33126715	13.21872771	13.24917838	13.10132496	14.52502841	14.36435308	14.95143018	14.89879892	15.29143627	15.55281063	14.79285507	14.87821518
MER66D	2.718348892	3.240802106	2.655623875	2.836432355	2.439174128	1.639540356	3.660490897	3.134801925	5.034918183	4.272196591	4.838853499	4.057953574	4.733581879	4.200642589	3.47664734	4.573517153
MER34D	4.213113584	3.834481824	4.240586376	4.812184808	4.059326057	3.794818582	3.741790999	3.799617734	5.108447219	4.971194335	5.072052676	4.656591012	5.748228655	5.312535469	4.162538749	4.831829148
MER66B	6.81606183	7.053766996	7.090490348	6.968460748	6.481948152	6.79849424	7.127505687	7.008471102	8.46315518	8.189045432	7.737282516	7.44830681	8.138462763	7.93644425	7.416609757	7.65263587
UCON6	1.374394491	2.503836512	1.226780576	0.51450426	2.328142816	1.639540356	1.944283863	1.236681539	2.301092297	3.362962055	3.649819675	2.388102176	3.97685303	3.770008235	3.997479503	3.293409233
(CCCA)n	3.740043964	3.935175824	3.830121606	3.9444921	3.834033745	3.537660742	4.563193695	4.406606541	5.737532273	5.7536029	5.720209003	6.460052018	6.553500262	6.426355369	6.072026456	6.020032883
SST1	6.20923015	6.040642974	5.23369999	5.634598105	5.917906303	5.954895797	5.905113265	5.641436066	6.969823155	7.09552247	8.352477218	7.885772599	9.054037084	9.402529355	8.184306564	8.229766738
Cheshire	6.589834152	6.177118816	6.611149246	7.018771526	6.180141653	5.928301587	6.41924518	6.446134905	7.985764699	7.297731683	9.001730636	8.913089016	9.358470564	9.415118397	8.702954811	8.891195774
AluYk11	5.926620206	5.573184559	6.605825642	6.364169987	5.712192622	5.663924515	5.655254248	5.603798408	6.959924694	6.790044896	7.419591414	7.10359624	7.692519222	7.766082532	7.167404504	7.604995384
LTR28	5.745417136	5.583563704	5.462978797	5.171127745	5.199986464	5.074926501	5.488604379	5.211878148	6.343584379	6.835132786	6.845167273	7.375753784	7.515476816	7.668511045	6.753985284	6.961787742
THE1D	10.03123185	10.00657792	9.539314507	9.442940386	9.055518754	8.935830891	9.225717179	9.097486366	10.48984238	10.32367039	10.71806054	10.59000331	11.11357903	10.96197934	10.26199319	10.46190228
L1PA15	10.29623543	10.04604765	10.45910925	10.23731179	9.937247662	9.546977324	10.02693982	9.866369319	11.33007937	11.03969318	11.28121503	11.25481912	11.89509942	11.91643856	11.13019343	11.16758557
SUBTEL_sa	-2.326045227	-0.218629513	-2.473659142	1.045018976	1.143718245	0.98746366	0.359321362	-2.222750079	1.236961959	0.812764972	-0.994036515	-1.071329443	-0.881127965	-0.753553721	-1.046914616	-1.098908189
Charlie9	6.370922299	6.09243759	6.605825642	5.895326044	6.0462304	5.711490198	5.974031206	5.972006775	7.371854945	7.030549613	8.085448269	7.726332083	8.335617893	8.113725018	7.464838037	7.985900198
Tigger7	7.727880655	7.620574276	7.893755609	7.833423605	7.447498993	7.171630584	7.527814408	7.242816326	8.682164962	8.566697996	9.561511257	9.427519764	10.02200071	10.09585138	9.355031508	9.466193889
MLT1G-int	3.902773464	3.902385888	4.320756725	4.164758221	4.223445437	4.589499674	4.238466967	3.843339111	5.369987378	5.205082395	5.635320105	5.823488321	5.913287901	6.365387351	5.492244195	5.530448431
MER45B	6.465117662	6.217665607	6.430222704	6.205666164	5.777043767	5.901207926	6.283285471	5.921908164	7.430375314	7.255708468	7.419591414	7.218689404	7.067239266	7.685238131	6.804834425	7.115410931
(CAAAT)n	-0.004117132	-2.540557607	0.33369578	-2.655420742	-2.315713374	-0.234928762	-2.44803356	-2.222750079	-2.222469659	0.327338145	1.32789158	-1.071329443	-0.881127965	-0.753553721	0.538047884	-1.098908189
(TTTTTG)n	6.497322013	5.971195046	7.164776772	6.58059345	6.606127563	6.219027727	6.821093119	6.335670634	8.175204974	7.369544705	8.640774535	8.46200029	9.137072213	9.084074212	8.616643488	9.005690564
(CAGTT)n	-0.741082726	-0.955595107	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	-2.222469659	-0.409627449	1.32789158	-1.071329443	2.819311753	0.831408779	-1.046914616	1.708446733
(TTTA)n	7.355193185	6.210986452	7.588386996	7.5430243	7.271126414	6.479316756	7.247194731	7.055699379	8.69266279	7.975515941	8.519691081	8.658291301	9.191674569	8.92416592	8.084942344	8.933137537
HUERS-P3b-int	6.528823156	6.244077238	6.595119136	5.661991872	6.16406689	5.993889929	6.636774828	6.335670634	7.834168056	7.577162694	7.022771773	7.052791869	7.890361504	7.915331263	7.077206696	7.181862581
L1M3e	5.897956447	5.552199533	5.352889346	5.758207187	4.864195716	4.408927428	5.30015929	4.875282004	6.446415325	6.180335733	7.160781594	7.200133585	7.630624688	7.693529505	7.024547746	6.872635364
Tigger2b_Pri	7.545860011	7.373827525	7.496446749	7.201004787	7.087298649	6.723140558	7.138806228	7.096922042	8.494349802	8.146239821	8.984673944	8.869718164	9.236515136	9.311189043	8.742619029	8.842139417
(CCCCAA)n	3.100219528	2.885707147	2.170197048	1.592506772	0.006214721	2.086999333	2.837368659	1.684140516	3.135082345	3.982689974	2.465395104	3.016133399	2.578303653	2.41637128	2.653525102	2.601531529
(CACTG)n	-0.741082726	0.629367394	2.883892863	-0.333492647	-2.315713374	0.502036832	-0.863071059	0.584604843	2.169847763	-0.409627449	1.32789158	-1.071329443	2.819311753	0.831408779	-1.046914616	2.071016812
(TTCTC)n	3.78247923	3.342085442	3.592430049	3.494326378	3.238875478	2.703670694	2.681249457	1.864712762	3.66017339	3.431674805	4.291365704	4.95103837	4.673460886	4.918871621	4.162538749	4.573517153
LTR68	3.696322586	3.240802106	3.408983908	3.177469272	2.207848582	3.038089733	3.166676284	2.986703286	4.64789506	3.786769764	4.888606535	5.303709989	5.385658575	5.354970736	4.930365307	5.276131242
L1P4d	4.771986856	4.598993745	4.294525183	4.639200007	4.922691365	5.168793424	5.114208864	4.875282004	6.395915843	5.965411982	5.635320105	6.108579647	6.681114459	6.883070899	6.152757729	6.020032883
LTR43B	3.455314487	3.436722316	2.170197048	1.736896681	3.465646339	3.224502857	2.909518445	2.82164404	3.967354899	4.15515717	5.234782176	5.195457098	4.073068345	3.153336874	4.238487603	4.78373486
AluSx1	13.47922002	13.32992752	13.45723986	13.50336643	13.42556926	13.34481929	13.37853975	13.26556081	14.57061286	14.45383291	15.02653114	14.92763554	15.31441726	15.56324044	14.85251312	14.94225897
HERVK9-int	8.327695552	8.244894861	7.856137196	7.884707297	8.633383782	8.514382023	8.936210562	8.822326973	10.12542849	10.01278778	9.004553915	8.952424911	9.550369639	9.759186742	8.595137077	9.018734912
L1M3f	6.715613925	6.142436976	6.317503747	6.424064042	6.180141653	5.679954625	6.40058938	6.156628288	7.618308264	7.31147174	7.737282516	7.509871139	7.582396408	7.997990338	7.056373192	7.289109096
(CG)n	1.761417614	1.983004349	2.049902814	1.251469854	0.491641548	1.639540356	1.639429281	0.947174922	2.42138653	2.64926624	3.253890999	3.973064677	4.610725131	3.890302469	3.47664734	3.293409233
HERVK11D-int	4.303311393	3.609189512	3.716165417	4.399861694	3.238875478	3.465510956	2.596360559	3.449675263	4.220473836	4.309190799	1.32789158	-1.071329443	4.476424039	4.80103513	1.275013479	1.223019905
MER82	8.411202116	8.25953338	8.345721649	8.305305253	7.963897207	7.71343847	8.13786789	8.111523206	9.412794997	9.173455319	9.804435286	9.781200067	10.15160656	10.16754337	9.727048752	9.813232667
(CAGAT)n	-2.326045227	-2.540557607	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	-0.637507159	-1.99458995	-0.994036515	-1.071329443	-0.881127965	-0.753553721	-1.046914616	-1.098908189
(CCGG)n	-2.326045227	-2.540557607	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	-0.637507159	-1.99458995	-0.994036515	-1.071329443	-0.881127965	-0.753553721	-1.046914616	-1.098908189
L1M4b	9.358265084	8.992285304	9.566288018	9.235983255	8.928055658	8.62408828	8.966123119	8.933965065	10.2433518	9.992318675	10.72663527	10.72916606	11.11287183	11.14769031	10.64874868	10.76256649
UCON4	3.031506778	2.744844611	3.1987662	3.227222308	2.728680745	3.389562103	2.306853942	3.06265214	4.044316881	3.733330505	3.86394448	5.157489248	5.141239848	5.223726202	4.734445097	5.204872559
LTR29	4.813506125	4.990823853	4.97755197	5.065678447	4.941674469	4.369933296	5.203018131	5.228461033	6.581661362	6.139836371	6.713322617	6.853483061	7.454262389	7.590742187	6.727872443	6.740295599
REP522	6.97087098	7.397551719	6.343324481	6.814221075	7.702486805	7.736614792	7.093063055	7.101430467	8.080169264	8.430625954	6.489779263	6.329549994	6.037735272	6.040862145	5.69455237	6.040643163
(CATTA)n	1.133386392	0.918874011	-2.473659142	0.15193418	-2.315713374	-0.234928762	-2.44803356	0.099178016	0.584885263	0.327338145	2.175888487	2.629110276	1.926226957	3.33390912	2.859975979	1.223019905
LTR86C	3.651234697	3.240802106	2.384321853	2.959289102	3.566929675	3.224502857	3.574334253	3.391959765	4.766215027	4.513204691	5.415354421	4.761560572	5.422652783	5.129089328	5.06160984	5.204872559
(TCTG)n	6.957043126	6.937200659	7.22156915	6.870100067	7.354942875	7.2542502	7.211962332	7.145756382	8.329238602	8.34191661	6.793866045	6.716573117	7.222159843	7.19481351	6.452931271	7.004379619
L1M2a1	3.78247923	3.935175824	3.141050702	2.702131263	3.238875478	2.93499624	3.384856454	2.906532938	4.377443183	4.272196591	4.560552337	4.214072776	4.476424039	5.079336293	3.907281694	3.544948
LTR8	8.609856455	8.523511473	8.527045127	8.366253301	8.228285076	8.223136021	8.343943261	8.365027437	9.667414511	9.319993295	9.960886777	9.804419909	10.18294112	10.11449713	9.736902143	9.858919371
L1MA4A	9.46308082	9.286388043	9.608157136	9.396128097	9.077140666	8.767886254	9.125140225	8.983653835	10.33139958	10.06170906	10.5349059	10.44879811	11.11074813	11.19444841	10.47615721	10.60542778
LTR61	3.863779332	3.187362847	4.944193373	4.524488348	3.615023963	2.93499624	4.691517792	4.854065518	5.749073895	6.076872413	5.800379352	5.467829369	6.195687632	6.257673534	5.582442004	6.213974766
MER4B-int	6.465117662	6.217665607	6.752753051	6.445241597	6.526636969	6.019312526	6.381689175	6.320281741	7.670831871	7.288498403	8.117099156	7.764720912	8.504734435	8.237968125	7.789135739	8.007000319
MER4A1_	5.310579394	5.110494084	5.451153362	4.875960719	4.529776677	4.288633194	4.563193695	4.571665787	5.901651652	5.473015601	6.017190741	6.204794963	6.839971223	6.664298794	6.11295672	5.746581861
L1PB3	8.656235378	8.453088453	8.845448434	8.738505934	8.210785865	8.103436223	8.352057428	8.301791636	9.652895741	9.232424244	9.983958854	9.980559213	10.76498068	10.67323517	9.664752357	9.906014489
Tigger2	9.223258142	9.038286784	9.144267415	9.134520387	8.931620804	8.884876977	8.945893116	8.835918171	10.10592478	9.920168889	10.16898412	9.926555685	10.53091255	10.5067778	9.971981005	10.0728941
AluSq	11.06156826	10.96214991	11.08224806	11.18132002	10.97991209	10.96699093	10.99088821	10.81565455	12.08209557	11.9712845	12.67473769	12.60738072	13.05982791	13.2813312	12.55613212	12.64413799
Tigger8	6.769351796	6.719185656	6.611149246	6.205666164	5.917906303	5.928301587	6.118020478	6.248925135	7.592913636	6.944989265	7.723639908	7.771020901	8.149539171	8.352354787	7.691177643	7.762178717
(CTAA)n	-2.326045227	0.266797315	0.985772477	1.592506772	-2.315713374	-1.819891262	-0.126105465	0.584604843	1.864993182	0.812764972	2.465395104	1.736025479	-0.881127965	3.153336874	2.412517002	1.708446733
MER112	8.17080855	7.768918746	8.518571123	8.324004454	7.78100178	7.677960574	7.921563786	7.621170972	9.109007162	8.648364274	9.847527833	9.793630473	10.06942793	10.23015247	9.78518423	9.991865865
AluSz6	12.14556649	11.99125026	12.19539199	12.16729945	12.04273179	11.95087585	12.03269354	11.88422173	13.12477106	13.02712746	13.71359223	13.65558052	14.08145178	14.33676549	13.66963694	13.70163787
Tigger4b	7.594307628	7.4150923	8.197881925	7.869120973	7.68569482	7.270221157	7.672204317	7.676606844	9.048409636	8.476068924	9.60866235	9.497576712	9.867903417	10.05460605	9.344328973	9.702800169
LTR58	1.374394491	0.629367394	0.985772477	2.09946676	2.728680745	0.98746366	1.944283863	1.236681539	2.169847763	3.214863416	3.398280908	3.32098798	3.642433991	2.946885997	3.47664734	2.807982406
MER61C	4.303311393	4.227626717	4.764745598	3.852373898	4.223445437	4.408927428	4.470829677	4.152289352	5.414154961	5.456621162	5.826142448	5.404403988	5.939050997	5.932946806	5.019174574	5.615337328
HERVIP10F-int	7.358703393	7.297070326	7.282897181	7.111108167	6.967374979	6.997092361	7.341500085	7.132601017	8.424089051	8.271025097	9.484733105	9.337000298	10.01444732	9.786574317	9.659581402	9.563760186
(TAGA)n	6.856349126	6.410727108	6.757562039	6.65519204	6.388190199	6.283396546	6.739318513	6.763091858	7.951207477	7.751924372	8.241977677	8.406428824	8.460946703	8.61495274	7.795435727	7.909520433
LTR75_1	2.80323779	2.103298582	0.33369578	3.227222308	1.591177222	2.93499624	2.409947435	2.635230916	2.532417843	4.309190799	3.093426327	3.786651553	3.366799548	3.890302469	3.907281694	3.759072806
LTR23	6.328590802	5.994717769	5.897028265	5.715266665	5.585153434	5.597961252	5.896262348	5.71388786	7.03255891	6.77689952	7.453046712	7.36746241	7.773508063	8.315224557	7.614863481	7.645925648
FordPrefect_a	4.013804776	3.902385888	2.049902814	3.275316596	3.29899647	3.606373492	3.891816443	3.134801925	4.917081693	4.380449482	4.936700823	4.601095899	4.404274254	4.531848498	4.082368401	3.94548593
BC200	3.165807869	2.413638703	3.457078196	1.988435448	1.591177222	2.823964927	2.837368659	2.532137423	3.66017339	3.936147388	6.082779082	6.06822191	6.17415447	5.875802899	5.773264346	5.501004653
