Gene	GV.0	GV.1	MI.0	MI.1	MII.0	MII.1	PN.0	PN.1	CL.0	CL.1	MOR.0	MOR.1	ICM.0	ICM.1	TROPH.0	TROPH.1
HERV-Fc1_LTR1	-0.741082726	-0.955595107	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	2.82192446	3.497263147	4.050357605	3.32098798	3.366799548	4.603998283	2.859975979	3.149019324
MER9a2	3.823701893	3.649266951	3.755159549	3.9444921	3.51717664	3.671961834	5.546319877	3.885774378	10.65692214	10.5849617	7.119705651	7.083488666	7.70758667	7.984538538	6.646572341	7.863987816
SVA_D	7.865013988	8.122110768	7.996999732	7.888577708	7.483568247	7.673964187	9.399415344	7.128189102	14.26930516	14.34698099	13.23290244	13.16401169	13.34023258	13.5547142	12.60492191	12.81014108
SVA_E	4.116898269	4.94325817	4.581623294	4.190069309	4.554651345	4.369933296	5.965594369	3.65989297	10.83128656	10.78287086	9.514748647	9.508929125	9.760020632	9.930318147	8.736083593	8.989880049
(GTCTG)n	-0.741082726	-2.540557607	1.774268372	2.554032624	-0.730750873	-1.819891262	-0.126105465	-2.222750079	4.316689152	4.380449482	4.620673329	5.371614053	5.385658575	5.689389775	4.507674235	5.204872559
SVA_C	3.78247923	3.935175824	5.314243418	5.40527519	4.342498109	4.921575724	5.887356795	4.252983352	10.44131079	10.47225126	9.705535939	9.696027412	10.18966384	10.38663698	9.187902815	9.42759105
HSATII	4.013804776	3.868833329	9.018694803	8.674935975	4.695513881	4.555148169	5.716873367	3.391959765	10.34951994	9.856768699	10.91398075	10.87008503	7.362046018	8.383437391	6.632565483	8.117837669
SVA_B	5.622322005	5.812589218	5.797803886	6.205666164	5.620924565	5.597961252	6.461859524	5.384580235	10.84546882	10.97353681	9.814123258	9.79517677	10.48355389	10.57343745	9.425776223	9.752059962
(TCCGG)n	-0.004117132	-0.218629513	0.69626586	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	2.169847763	2.760297553	3.093426327	4.138123923	3.206334876	3.638763702	3.997479503	3.655979313
SAR	-0.741082726	-0.955595107	0.69626586	-1.070458241	-0.730750873	-1.819891262	1.799893953	-0.637787578	5.838226272	5.68489015	5.575819094	4.057953574	1.44080013	-0.753553721	1.760440306	3.759072806
HERVKC4-int	-0.004117132	2.103298582	0.33369578	0.804010877	0.854211627	0.98746366	1.458857036	-0.637787578	5.498629529	5.038833052	5.155710605	4.543380402	6.195687632	6.630150571	5.256866132	4.923459624
L1P4b	2.959356992	3.39017973	1.433231454	2.388973378	2.076604049	2.57242616	1.944283863	0.947174922	6.121826249	6.033316047	5.072052676	4.214072776	5.913287901	4.375729296	4.507674235	4.878371734
ALR/Alpha	6.565738476	5.821386166	10.51093733	10.13186968	6.731410538	6.506538225	7.334964649	5.725617152	11.63191177	10.73354315	12.079603	11.88450206	9.30746088	9.576242617	8.517234874	9.90179608
HERV1_LTRd	-2.326045227	-0.218629513	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-0.637787578	2.42138653	3.214863416	4.291365704	4.138123923	5.049609372	5.079336293	3.811066379	4.258643815
(CGGTG)n	-0.741082726	-2.540557607	-2.473659142	-1.070458241	-2.315713374	-1.819891262	-2.44803356	-2.222750079	1.477970059	1.912300646	1.813318407	2.388102176	1.926226957	2.053801201	0.538047884	0.486054311
(TTAG)n	-0.004117132	-2.540557607	0.33369578	-0.333492647	-2.315713374	-1.819891262	-0.126105465	-0.637787578	4.347385949	2.863391046	5.994648172	6.506099385	6.769923726	7.508541124	5.94177007	6.213974766
L1P4c	-0.004117132	-2.540557607	1.433231454	1.045018976	-2.315713374	-1.819891262	-2.44803356	-2.222750079	-0.637507159	2.64926624	2.706403203	1.736025479	3.642433991	3.153336874	1.760440306	2.601531529
(CTTA)n	-0.004117132	-0.955595107	1.918658281	0.15193418	-2.315713374	-0.234928762	-0.863071059	-2.222750079	2.906813358	2.397727473	3.398280908	2.835561153	3.873759537	2.41637128	3.47664734	3.544948
THE1-int	2.317810963	3.131867735	4.184552341	2.629981477	0.006214721	-0.234928762	1.458857036	0.584604843	5.261346118	4.746877037	6.318846441	6.147839078	6.812358992	7.007997511	6.35396482	5.999123894
(TCTTG)n	-2.326045227	0.629367394	-2.473659142	-2.655420742	-0.730750873	-1.819891262	-0.126105465	-2.222750079	2.025457854	3.733330505	3.093426327	2.835561153	3.873759537	5.027805992	3.201012897	3.424653767
LTR21A	2.317810963	1.983004349	-0.888696641	2.298775569	1.384726344	1.880548456	1.799893953	0.584604843	5.354959169	5.205082395	3.960159796	3.882866868	4.073068345	4.290840398	3.811066379	2.601531529
HERVL-int	7.308765823	7.075991236	7.758761785	7.508228934	6.539155009	6.404110412	7.243709959	6.51534218	10.69546178	10.63726918	10.95688384	10.77533624	11.02011607	11.25452469	10.71837148	10.7224672
THE1A-int	7.207284505	6.92908421	6.872854591	6.756090246	5.723205615	5.631319849	6.356097461	5.880537729	9.992759966	9.738001486	9.257445896	9.173034393	9.871252681	9.84170376	9.144144598	9.377838014
HERVFH21-int	1.374394491	0.918874011	2.811743077	3.494326378	1.384726344	1.639540356	2.409947435	2.532137423	5.952456023	6.376097457	5.272750026	5.696854882	5.561815531	5.513232819	5.06160984	4.967181001
(AAATG)n	5.022682927	4.94325817	4.096196467	4.002790741	3.51717664	2.267571579	3.61805563	2.300811877	6.840925422	6.809541072	6.685443585	6.128342902	8.311164849	7.773923285	6.701278233	6.44798627
LTR5B	4.685182029	4.843146685	4.783728701	4.639200007	2.813569643	2.267571579	4.846587189	4.220193417	8.211115782	8.252150649	9.285574066	9.224439492	10.19501956	10.31589605	8.846386915	8.806478816
(GCTG)n	2.066272196	3.074152237	2.570734978	3.0170046	2.076604049	3.389562103	1.458857036	-2.222750079	4.406886961	4.234228741	3.86394448	2.835561153	3.206334876	3.494373792	3.345402806	3.424653767
THE1D-int	6.758763161	6.700233725	6.540361329	6.613705937	5.215668086	5.050473457	6.343129329	5.339492345	9.678019825	9.447835244	8.887077446	8.724710166	9.36323587	9.454680637	8.513418218	8.741869734
HERVK11-int	3.288664617	3.131867735	3.935731794	4.239397021	2.728680745	2.823964927	4.470829677	2.82164404	7.753378309	7.231822243	6.906830293	6.805187504	7.630624688	7.943413805	6.889723323	6.777608757
(TTCTG)n	0.481309695	-0.218629513	0.33369578	-2.655420742	-0.730750873	-1.819891262	-2.44803356	-0.637787578	2.301092297	2.253337564	1.813318407	1.250598652	2.578303653	2.41637128	2.123010385	2.988554652
MER57E3	4.568772536	4.910653504	4.346519821	4.891473718	4.093677562	4.369933296	5.01957199	4.006068611	8.229771581	8.21851427	8.203180178	8.111064911	8.924615907	9.109083636	8.115476712	8.18880419
SVA_F	9.325454994	9.594831044	8.696891894	8.886159918	9.317736001	9.349407433	9.293854713	8.822326973	12.65150306	12.71487086	11.64054768	11.59067128	11.70406933	11.84240302	11.0632424	11.26440527
MSTC-int	4.519444824	3.998601204	3.634865315	2.09946676	3.29899647	3.389562103	3.434609489	3.505170375	6.949957849	7.197702865	5.826142448	5.774160608	5.001515084	6.116810998	4.975453197	5.977907408
ACRO1	4.519444824	4.619313729	5.327240758	4.310363543	4.059326057	4.012998752	8.752252045	8.351843448	12.14460376	12.09162922	12.35538295	12.40781925	12.36516729	12.42183989	12.30719699	12.32748762
THE1B-int	7.941911857	7.837737248	8.239727373	7.835430135	5.744982558	5.928301587	6.980326613	6.542121512	10.42521361	10.19121467	10.74785176	10.73964378	11.31023975	11.24186013	10.56733511	10.69021786
GSAT	3.031506778	1.546905234	2.28122836	0.15193418	1.591177222	2.823964927	3.224391782	2.300811877	6.626153281	6.150068293	2.912854081	3.973064677	1.926226957	2.053801201	1.760440306	3.855288121
(TAATG)n	-0.741082726	-2.540557607	-0.888696641	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	1.684420936	-0.409627449	2.706403203	2.388102176	2.288797036	2.053801201	0.538047884	1.708446733
U6	3.031506778	2.413638703	3.830121606	2.388973378	1.591177222	2.267571579	2.596360559	2.421106111	6.020704324	5.78019711	7.21053463	7.308048924	7.371537467	7.886691215	6.969893671	7.004379619
Ricksha_a	1.921882287	1.366332988	2.952605613	2.770844013	0.491641548	2.57242616	1.011398059	-0.637787578	4.081311089	3.559998902	4.560552337	4.057953574	3.206334876	3.33390912	4.379350138	3.759072806
LTR7B	6.800659246	6.961279577	6.21633883	6.599607828	6.331745052	6.163102312	6.571557168	6.327996706	9.833151715	9.82439159	9.452012892	9.466859489	9.666730541	9.530692029	9.131750235	9.199154378
HY3	1.133386392	-0.955595107	2.049902814	0.804010877	-2.315713374	0.502036832	-0.126105465	-2.222750079	2.42138653	2.760297553	3.093426327	3.68355806	4.900231748	4.375729296	4.162538749	3.759072806
SATR2	1.921882287	1.366332988	2.811743077	3.9444921	-0.730750873	-0.234928762	2.761419806	1.864712762	5.911956661	5.612740364	5.381002917	4.811313607	5.528262971	5.513232819	5.142909943	4.831829148
LTR38-int	1.580845369	1.159882111	2.28122836	1.988435448	1.143718245	-0.234928762	2.19582263	0.947174922	5.228741452	4.947924556	3.093426327	4.601095899	4.545136789	4.861156123	2.412517002	3.293409233
HY4	-0.004117132	-2.540557607	0.33369578	-2.655420742	-0.730750873	-0.234928762	-0.863071059	-0.637787578	2.169847763	2.863391046	4.050357605	3.786651553	4.163266154	4.974366733	3.040548225	3.94548593
L1P2	6.851374311	6.728569072	7.739445078	7.482851058	6.17212666	5.256924335	6.381689175	6.048712949	9.727721691	9.380992563	9.779926854	9.79517677	10.47146727	10.46500951	9.502870052	9.739507886
HSATI	1.580845369	1.159882111	3.793127399	2.702131263	2.542267621	1.639540356	2.409947435	1.236681539	5.629279382	4.87577477	4.135246502	4.057953574	2.578303653	2.705877897	2.123010385	3.759072806
L1PA5	9.696669346	9.542589263	10.09310845	9.967774894	8.152910669	7.818544652	8.741173275	8.409336334	11.99798425	11.75034898	12.4205166	12.4085771	13.07243194	13.14551992	12.27289861	12.37162359
(AATTG)n	-2.326045227	0.266797315	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	0.099458435	1.912300646	0.590925986	-1.071329443	2.578303653	0.831408779	-1.046914616	2.071016812
(GGAAA)n	-2.326045227	-0.218629513	2.480537169	1.045018976	0.854211627	-1.819891262	0.721891441	-2.222750079	3.332119192	3.214863416	3.253890999	2.835561153	2.288797036	3.153336874	3.040548225	3.94548593
AluYd8	1.580845369	1.546905234	2.735794224	2.298775569	2.076604049	1.639540356	1.252406158	0.947174922	4.464030868	4.195234609	5.800379352	5.558027177	6.06138654	6.040862145	5.823450103	5.889776497
(CATCG)n	-2.326045227	-2.540557607	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	1.236961959	0.812764972	-0.994036515	1.736025479	-0.881127965	1.568374374	1.275013479	1.223019905
(CTCCG)n	-2.326045227	-0.955595107	-2.473659142	-2.655420742	-0.730750873	-1.819891262	-2.44803356	-2.222750079	-2.222469659	1.912300646	0.590925986	1.250598652	1.44080013	2.053801201	0.538047884	1.223019905
HERV-Fc2-int	-2.326045227	-2.540557607	0.985772477	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	0.947455342	0.812764972	2.706403203	2.629110276	5.001515084	2.705877897	3.040548225	3.94548593
L1P3b	1.761417614	0.629367394	-2.473659142	-2.655420742	0.854211627	-1.819891262	-0.863071059	0.584604843	3.062932559	3.362962055	4.215416851	3.882866868	1.926226957	2.705877897	2.412517002	3.293409233
HERVP71A-int	4.568772536	3.967237033	5.205820958	4.875960719	2.439174128	2.823964927	4.266211958	3.885774378	7.243096745	7.316022832	7.393980771	7.36746241	8.245576508	8.515572958	7.366713313	7.828869773
HSAT5	3.031506778	3.074152237	2.735794224	2.473862275	0.491641548	1.639540356	2.409947435	1.864712762	5.212158568	5.489225828	5.114487942	6.204794963	6.13009929	6.344478362	5.460880024	5.819955048
HERVL66-int	2.531935768	1.707369906	2.384321853	0.15193418	2.328142816	1.880548456	2.50616275	2.635230916	5.771883777	5.726509239	5.381002917	5.303709989	5.227396491	5.754240919	4.507674235	5.090916369
(TTTAA)n	1.761417614	0.266797315	2.655623875	1.736896681	-2.315713374	-0.234928762	0.721891441	0.584604843	4.220473836	3.290812269	4.620673329	4.710030271	5.347690725	5.027805992	3.345402806	4.629012265
(CTATA)n	0.481309695	-0.955595107	1.226780576	-2.655420742	-2.315713374	-1.819891262	-0.863071059	-0.637787578	1.684420936	2.959606361	3.093426327	2.098595559	3.02576263	3.494373792	1.760440306	2.988554652
Tigger2b	1.374394491	0.629367394	2.28122836	1.251469854	1.384726344	-0.234928762	-0.126105465	0.947174922	3.754810264	3.559998902	4.215416851	3.786651553	3.206334876	5.268814092	3.707972886	2.360523429
LTR4	1.921882287	2.317423388	3.408983908	2.702131263	2.076604049	0.502036832	3.224391782	2.731446231	6.039625186	6.229411725	5.692464012	5.5285834	5.939050997	5.475264969	5.36247632	5.05083893
MER11B	4.912359512	4.716830235	5.554246855	5.29294649	3.913105316	4.062751787	4.969818955	5.07187067	8.059460368	8.189045432	8.298285118	8.183699127	8.987694589	8.825762216	8.240797763	8.304103834
LTR35	3.031506778	2.413638703	2.480537169	3.072499713	1.384726344	1.350033739	2.19582263	2.169567344	5.090413296	5.406289487	6.017190741	5.498526166	5.422652783	5.689389775	5.181904074	5.129910501
(CAAAG)n	-0.741082726	-2.540557607	1.433231454	-0.333492647	-2.315713374	-0.234928762	-0.863071059	-2.222750079	2.169847763	1.175335052	0.590925986	0.513633058	-0.881127965	0.831408779	0.538047884	1.708446733
(GCTTG)n	0.843879775	-2.540557607	0.69626586	0.804010877	0.006214721	0.502036832	-2.44803356	-2.222750079	0.584885263	0.812764972	1.32789158	0.513633058	1.44080013	2.41637128	0.538047884	0.486054311
Charlie1b_Mars	-0.741082726	-2.540557607	-0.151731047	0.51450426	-0.730750873	-1.819891262	-2.44803356	0.099178016	3.135082345	0.812764972	1.32789158	3.68355806	2.578303653	3.638763702	1.275013479	2.071016812
Harlequin-int	5.408664393	5.247344952	6.099988046	5.887611078	4.223445437	4.246197928	5.159296754	5.39930174	8.420484564	8.120453701	10.1964055	10.2657349	11.31885104	11.44027961	10.51961517	10.59414311
(TATAA)n	3.78247923	2.744844611	4.706249948	3.573397949	2.638482936	2.267571579	3.106555292	2.635230916	6.305007347	5.336326929	5.876328205	6.550722377	7.333191155	6.793340739	5.721269708	7.236482165
(CACGT)n	-2.326045227	-2.540557607	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-0.863071059	-2.222750079	2.301092297	1.705849769	-0.994036515	-1.071329443	-0.881127965	-0.753553721	-1.046914616	-1.098908189
MLT2A1	7.600250768	7.529563337	7.211089479	7.172715742	6.698307096	6.79849424	6.889588342	6.481153494	9.588503561	9.570035913	9.822147167	9.652331502	9.922195954	10.05621441	9.285121932	9.272868455
(TTAAA)n	1.374394491	-0.218629513	1.226780576	1.868141214	0.491641548	-1.819891262	-0.126105465	0.099178016	3.505450795	1.912300646	4.135246502	2.835561153	4.846792489	3.153336874	3.345402806	3.655979313
SATR1	3.455314487	3.525531583	4.726013203	5.1963283	1.771749467	-0.234928762	3.333326153	4.081030669	6.65711359	6.532887056	7.022771773	7.18133599	7.342873709	7.411353205	6.172253904	6.416791649
THE1C-int	6.715613925	6.666456713	7.157517914	6.961128102	5.320911246	5.31966009	5.726892122	5.292949759	8.319594883	8.432722895	8.958704732	8.968960278	9.421510958	9.332582504	8.576966874	8.620480631
AluYh9	3.556597822	3.609189512	4.065499669	2.702131263	1.932214139	3.224502857	2.681249457	1.864712762	4.854345938	5.489225828	6.061245921	5.696854882	5.989236754	6.323261876	5.74750125	5.795909574
(CTAGG)n	-2.326045227	-2.540557607	-0.888696641	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	-0.637507159	1.175335052	1.32789158	2.098595559	1.926226957	-0.753553721	0.538047884	2.601531529
(TCCCG)n	-0.741082726	0.266797315	0.69626586	-2.655420742	-0.730750873	-1.819891262	-0.863071059	-2.222750079	1.864993182	1.175335052	1.813318407	0.513633058	2.578303653	2.946885997	1.760440306	-1.098908189
(CGAAT)n	-2.326045227	-2.540557607	1.226780576	-1.070458241	-2.315713374	-1.819891262	-2.44803356	-2.222750079	0.584885263	0.812764972	0.590925986	-1.071329443	-0.881127965	-0.753553721	-1.046914616	2.071016812
MER6C	3.940741314	3.567966849	3.503620782	2.629981477	3.465646339	2.823964927	3.224391782	3.134801925	6.094942954	5.79331261	5.924826723	5.939897813	6.467600189	6.365387351	6.152757729	6.318944325
MER70-int	4.273867615	4.329807112	2.952605613	4.138995125	3.465646339	4.202476551	4.346382306	3.449675263	6.64480908	6.75695411	6.3722857	6.396276107	6.485194249	7.085650067	6.452931271	6.825904314
MER88	2.628151083	1.851759815	2.170197048	1.868141214	1.384726344	0.98746366	2.075528396	0.947174922	4.220473836	4.513204691	5.028331298	3.572526747	4.163266154	5.436270838	3.997479503	3.759072806
HERV-Fc1_LTR2	1.133386392	1.366332988	-2.473659142	0.804010877	-0.730750873	-0.234928762	1.011398059	-0.637787578	3.392240185	2.959606361	1.32789158	1.736025479	0.703834535	1.568374374	2.412517002	2.071016812
LTR46-int	1.374394491	2.413638703	2.655623875	3.648360006	2.076604049	3.038089733	3.529246363	3.203514676	5.794338628	6.349705958	6.598420523	6.128342902	6.413492784	5.689389775	5.219871924	4.682451524
UCON16	-0.741082726	-0.218629513	1.433231454	-2.655420742	-2.315713374	-1.819891262	-0.126105465	-2.222750079	2.635511336	0.812764972	2.465395104	2.098595559	1.926226957	2.705877897	1.275013479	1.708446733
L1PA8	8.641901479	8.494928844	8.905177571	8.686098081	7.403675447	7.467821117	7.881762778	7.582993793	10.49156116	10.36268713	11.03559581	10.9747714	11.52587418	11.46349519	10.73731124	10.95399944
HERV30-int	3.823701893	3.967237033	4.764745598	3.611365799	2.328142816	2.57242616	1.011398059	2.300811877	4.347385949	4.605322893	6.552857945	6.294992772	6.784207952	5.904657761	6.958709933	6.608450943
(CTTTG)n	-0.741082726	-0.955595107	-2.473659142	-2.655420742	-2.315713374	-0.234928762	-0.863071059	-2.222750079	1.684420936	0.812764972	2.465395104	1.736025479	-0.881127965	2.41637128	1.760440306	2.807982406
L1PA6	9.206797684	8.967732379	9.656589642	9.624479974	8.239834398	8.173047074	8.681893373	8.385504743	11.31389899	11.08672704	11.80989277	11.82519218	12.50055016	12.43488059	11.60211696	11.70663417
(CGAAA)n	-2.326045227	-2.540557607	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-0.863071059	0.099178016	2.532417843	2.092872892	1.813318407	2.098595559	-0.881127965	0.831408779	0.538047884	1.223019905
MER68B	4.149688204	4.304932444	4.267807845	5.361387546	4.478702492	4.329855857	3.855747188	4.081030669	6.562165186	6.571464089	7.109251294	6.956576554	7.606712068	7.421371961	7.252293402	7.200299829
HY1	2.959356992	2.951295489	3.018193955	2.702131263	3.176139722	2.57242616	1.799893953	2.169567344	4.64789506	4.481143481	5.448906981	5.642916075	6.467600189	6.541067028	5.667330901	5.129910501
LTR14	2.066272196	2.951295489	1.433231454	1.045018976	2.328142816	1.350033739	3.106555292	1.477689639	5.354959169	4.825589013	5.415354421	4.95103837	5.594605466	5.816301887	4.930365307	5.501004653
LTR70	6.726522824	6.387220355	6.471784695	6.541795951	5.723205615	5.742351162	6.514862445	6.139193695	8.945575609	8.868822009	8.834099969	8.763141607	9.475324005	9.351045032	8.897065298	9.10688506
L1PA2	9.558506907	9.578059082	8.865634158	8.845918876	8.16910952	8.20663218	8.47752088	8.174924554	11.01010117	10.77628038	11.1973312	11.25369487	11.73748695	11.96775912	10.98547555	11.21028392
L1PA4	10.2307003	9.984228943	10.31118015	10.15856081	8.842265076	8.607421582	9.37652747	9.016251679	11.89590369	11.61285596	12.29035384	12.25017593	12.84732404	12.85550956	12.09662804	12.21269823
UCON22	-0.741082726	-0.955595107	-2.473659142	-2.655420742	-0.730750873	-0.234928762	-0.863071059	-2.222750079	1.477970059	0.812764972	1.32789158	1.250598652	3.642433991	0.831408779	-1.046914616	1.708446733
MLT1E-int	-0.741082726	-2.540557607	1.433231454	-2.655420742	-2.315713374	-1.819891262	-0.126105465	-2.222750079	2.635511336	1.464841669	0.590925986	-1.071329443	-0.881127965	-0.753553721	0.538047884	-1.098908189
(CACTA)n	3.556597822	3.688261083	2.384321853	2.298775569	2.439174128	1.639540356	2.19582263	2.731446231	4.743314625	5.281534456	5.028331298	5.983952993	5.184961225	6.165309516	5.019174574	3.759072806
(TTA)n	7.14359659	6.416544434	7.662050144	7.365559197	6.910698819	6.479316756	7.197624872	7.055699379	9.90326667	9.384246764	8.818140791	8.932891024	9.419224595	9.190426193	8.356097407	9.135909242
(GCCTAA)n	-0.741082726	-0.955595107	-2.473659142	-2.655420742	-0.730750873	-1.819891262	-2.44803356	-2.222750079	0.947455342	-1.99458995	1.32789158	2.629110276	-0.881127965	0.831408779	1.275013479	1.708446733
AluYc3	3.740043964	3.609189512	4.537568114	4.544251603	3.51717664	3.465510956	3.891816443	3.707987258	6.474497867	6.076872413	7.359110311	6.805187504	7.780650132	7.758198933	7.196259367	6.789835059
L1HS	7.326799746	7.20931182	7.276210286	7.080981189	5.869161969	5.859588837	6.177675283	5.911676241	8.551493709	8.518150513	9.287893512	9.26740694	9.907590367	9.983693622	9.12676252	9.285875561
MSTA-int	7.440483682	7.364829398	7.37026191	7.557683478	6.080891407	6.14011067	6.554781456	6.207702473	9.075019842	8.619199515	9.817338179	9.743253023	10.35548423	10.38151422	9.766064855	9.844339206
(CCCGAA)n	-2.326045227	-2.540557607	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-2.222750079	1.477970059	-1.99458995	-0.994036515	-1.071329443	-0.881127965	-0.753553721	-1.046914616	-1.098908189
(CTATT)n	1.580845369	1.983004349	1.433231454	2.629981477	0.854211627	0.98746366	-0.126105465	0.584604843	3.062932559	2.253337564	3.760850987	3.68355806	2.578303653	3.33390912	3.997479503	3.544948
LTR75B	1.580845369	2.503836512	3.1987662	2.554032624	2.439174128	2.086999333	2.596360559	2.906532938	5.195382855	5.224578571	5.309744233	5.118495116	5.833117552	5.475264969	5.019174574	4.923459624
(CCTG)n	3.651234697	3.834481824	3.935731794	3.883738069	3.176139722	2.703670694	3.384856454	3.134801925	5.838226272	5.582838878	5.720209003	5.26852056	6.945420522	6.664298794	5.847903147	5.746581861
LTR13_	0.481309695	2.214329895	1.433231454	2.629981477	1.143718245	1.639540356	1.458857036	1.236681539	3.843619531	3.8880531	4.620673329	3.016133399	3.366799548	1.568374374	3.907281694	3.424653767
MER30B	4.013804776	3.834481824	3.018193955	3.71961869	3.51717664	4.110846075	3.384856454	3.203514676	5.5654329	5.906276858	6.300584234	6.329549994	6.43175499	7.206448211	5.94177007	6.416791649
(TACTG)n	-2.326045227	0.266797315	0.33369578	-0.333492647	-2.315713374	-1.819891262	-2.44803356	-2.222750079	-2.222469659	1.175335052	1.813318407	1.250598652	2.288797036	-0.753553721	1.275013479	2.071016812
(TTCTCC)n	0.481309695	-0.955595107	2.28122836	2.554032624	0.006214721	-0.234928762	0.721891441	1.477689639	4.006349031	2.959606361	4.050357605	4.138123923	4.3283254	2.946885997	3.345402806	3.293409233
(GCGTG)n	-0.741082726	-2.540557607	-0.888696641	-1.070458241	-2.315713374	-1.819891262	-0.863071059	0.099178016	0.947455342	2.64926624	3.093426327	2.629110276	4.073068345	3.494373792	3.040548225	3.149019324
LTR19-int	3.740043964	3.649266951	4.371830909	4.504450595	2.638482936	3.038089733	3.166676284	3.505170375	5.539081573	5.857159092	7.533440491	7.539695355	7.836548458	7.545654297	7.724574853	7.625605664
(CAACT)n	2.531935768	3.342085442	2.480537169	0.804010877	3.29899647	2.93499624	1.799893953	2.169567344	3.799898154	4.799825917	4.215416851	4.214072776	3.206334876	3.890302469	4.625510726	4.515801655
(GAATG)n	3.506844787	4.279621355	3.866190861	4.058824776	2.969688845	1.639540356	3.043819536	2.635230916	4.672348104	5.670745968	4.936700823	3.786651553	4.476424039	4.104427274	3.811066379	3.544948
Charlie6	3.100219528	2.816994397	2.480537169	3.125938972	2.207848582	2.703670694	2.761419806	2.300811877	5.034918183	4.746877037	5.605876327	5.498526166	5.626666675	6.116810998	5.102832503	5.587592338
UCON26	1.580845369	-0.218629513	3.018193955	2.09946676	1.591177222	1.639540356	0.359321362	1.477689639	3.505450795	3.214863416	4.215416851	3.68355806	4.404274254	3.494373792	3.201012897	3.149019324
SVA_A	6.957043126	7.031195036	7.105656796	7.279744308	6.856714135	7.047387477	7.108472495	7.008471102	9.362962392	9.440559389	8.21785178	7.997448835	8.534613803	8.520241878	7.892664598	8.282634762
LTR39-int	0.481309695	1.983004349	2.28122836	0.51450426	0.854211627	1.639540356	-0.863071059	0.947174922	2.635511336	2.64926624	4.135246502	4.214072776	4.404274254	3.770008235	2.123010385	2.360523429
(ATTTG)n	-2.326045227	-0.218629513	-0.151731047	-0.333492647	-2.315713374	-1.819891262	-2.44803356	-2.222750079	-2.222469659	0.812764972	0.590925986	1.250598652	1.44080013	1.568374374	2.412517002	2.071016812
LTR5	3.696322586	3.292332407	3.634865315	3.914434867	5.485186526	7.101949675	5.665708606	5.369706958	7.985764699	7.728217582	9.379916141	9.276291926	10.04739041	10.63176945	9.576052328	9.257543781
L1PA8A	7.617934687	7.144191013	7.758761785	7.857319721	6.532909566	6.219027727	6.950710132	6.807917057	9.292737371	9.093535743	9.906075548	9.822730404	10.6806373	10.65211961	9.54460773	9.68490857
(CACAA)n	3.165807869	3.187362847	3.08092971	0.51450426	2.439174128	2.086999333	2.978231195	2.169567344	4.766215027	5.18531914	4.36351549	4.138123923	3.511189457	3.890302469	1.760440306	2.807982406
(CAGAA)n	-2.326045227	-0.218629513	-2.473659142	-2.655420742	-2.315713374	-1.819891262	-2.44803356	-0.637787578	0.099458435	1.464841669	2.912854081	3.882866868	4.3283254	3.494373792	2.123010385	3.544948
LTR12B	2.718348892	2.744844611	3.793127399	3.820312689	3.176139722	2.428036251	3.043819536	2.82164404	5.484889473	4.947924556	5.720209003	5.670137544	5.718784877	5.754240919	5.552998226	4.923459624
(CCGGG)n	-0.741082726	-2.540557607	-0.888696641	-1.070458241	-0.730750873	0.98746366	-2.44803356	-2.222750079	-2.222469659	0.812764972	1.813318407	0.513633058	1.926226957	0.831408779	0.538047884	0.486054311
LTR3A	4.243810381	4.279621355	4.002074289	4.190069309	4.425753612	3.961468451	3.741790999	3.96707448	6.289282994	5.953777282	8.003142966	8.008155341	8.592577784	8.4680334	8.486415116	8.517640654
MER92A	2.066272196	2.413638703	3.08092971	0.15193418	0.491641548	0.502036832	1.011398059	1.236681539	2.986983706	3.786769764	4.291365704	4.214072776	4.404274254	4.80103513	3.811066379	3.544948
HERV35I-int	5.125165885	4.89407062	5.914358144	5.671008745	4.254142234	4.623052233	4.711837777	4.377162763	7.132881437	6.419037979	7.402568266	7.281817383	7.870416094	7.773923285	7.024547746	7.548550237
L1PA3	10.41815792	10.26699857	10.21262251	10.11751235	9.324983463	9.320299441	9.652957224	9.323662116	11.84555282	11.61354934	12.26025399	12.22458295	12.84562238	12.87750962	12.01765976	12.20387351
(CATTT)n	0.843879775	0.266797315	2.049902814	-0.333492647	-0.730750873	0.98746366	1.639429281	0.947174922	3.92727746	3.362962055	3.960159796	3.572526747	3.642433991	2.705877897	0.538047884	4.110545176
MER99	2.317810963	2.885707147	1.774268372	2.702131263	2.638482936	2.086999333	1.799893953	2.169567344	4.917081693	2.959606361	5.114487942	4.483259409	4.476424039	4.455899644	4.507674235	4.392944907
