Gene	GV.0	GV.1	MI.0	MI.1	MII.0	MII.1	PN.0	PN.1	CL.0	CL.1	MOR.0	MOR.1	ICM.0	ICM.1	TROPH.0	TROPH.1
CTA-254O6.1	-1.355446857	-0.525489784	-0.300458597	-1.461938499	-0.319126776	-0.89618059	0.289662037	0.561536417	-5.276993316	-5.040199315	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTA-268H5.12	-5.055886575	-2.958449191	-5.254654907	-5.368829095	-3.489051777	-3.011657807	-2.814674623	-4.930316679	-0.322797006	-0.952736474	-0.375784792	-0.223384811	0.489853255	-1.337476651	-0.633165404	0.005790237
CTA-276O3.4	-5.055886575	-5.280377286	-2.932726812	-5.368829095	-5.074014278	-4.596620308	-3.551640217	-4.930316679	-3.692030816	-1.870274314	-1.268869588	-0.042812566	-0.950719337	0.588522767	0.551259167	0.28142468
CTA-292E10.6	-3.470924075	-3.695414786	-2.084729906	-3.046901	-3.489051777	-1.789265386	-2.814674623	-3.345354179	-0.419012321	-0.792271802	-0.906299508	-1.322920485	-0.950719337	0.588522767	-0.922672021	-1.434782354
CTA-384D8.36	2.063054497	2.187228264	1.486812079	1.138965545	1.612486249	0.957968544	1.371191923	1.409533323	0.337716528	1.188619375	2.152594181	2.209574596	1.668190496	2.362963067	2.701818844	1.986681415
CTA-390C10.10	-0.300999073	-0.235983167	0.102897097	-0.01127709	-1.167123682	-1.426695306	-0.007319701	-1.229876961	-0.419012321	-5.040199315	0.56763168	0.823920904	-0.950719337	0.247485849	0.951797097	2.024649265
CTA-445C9.14	-3.470924075	-1.820945668	0.102897097	-2.198904094	-3.489051777	-1.789265386	-0.744285295	-2.122961757	2.867664927	2.290717563	0.316092913	0.823920904	0.996813243	0.984451443	0.551259167	1.24971582
CTA-984G1.5	-2.73395848	-5.280377286	-2.932726812	-3.046901	-3.489051777	-4.596620308	-3.551640217	-4.930316679	-1.576553598	-2.232844393	-2.491262009	-0.223384811	-1.436146164	0.732912676	-0.922672021	0.150180147
CTAGE5	2.993961974	2.812379855	2.879771413	3.454538145	2.850798226	3.040004313	3.087398957	3.172971129	0.872753803	1.109547804	0.781756485	0.727705588	0.996813243	1.625997473	1.192805196	1.184127479
CTAGE7P	-0.968423734	-1.579937568	-1.006727394	-3.046901	-1.614582659	-2.274692213	-0.381715215	-0.682389166	0.149271438	-0.516637359	0.8779718	-0.670843788	1.099906736	-0.489479745	-0.633165404	0.615843719
CTB-107G13.1	5.747437344	5.728751503	5.582184452	5.742958641	5.574343304	5.772977038	5.797825323	5.716242031	4.010719063	4.279472806	-1.754296415	-1.322920485	-3.758074259	-3.659404746	-2.507634522	0.401718914
CTB-111H14.1	0.826756474	1.12901365	0.417770435	1.260527525	1.301025154	0.957968544	1.371191923	1.373464069	-1.189530475	-1.13330872	-4.07622451	-1.808347312	-3.758074259	-3.659404746	-4.092597023	-2.657174775
CTB-113D17.1	-5.055886575	-2.110452285	-3.669692407	-5.368829095	-3.489051777	-4.596620308	-5.136602718	-4.930316679	-1.370102721	-1.13330872	-0.375784792	0.117652107	0.634243164	0.247485849	-0.633165404	0.401718914
CTB-113P19.1	-2.248531653	-5.280377286	-3.669692407	-1.120901582	-5.074014278	-3.011657807	-1.966677716	-2.122961757	0.450927138	-1.580767697	-0.616792891	0.393286549	1.52732796	0.247485849	-0.633165404	-1.920209181
CTB-119C2.1	-5.055886575	-2.110452285	-2.447299985	-5.368829095	-5.074014278	-4.596620308	-3.551640217	-4.930316679	-0.884675893	-1.339759597	-4.07622451	-4.130275407	-1.436146164	-0.489479745	-4.092597023	-4.242137276
CTB-12O2.1	-5.055886575	-3.695414786	-5.254654907	-5.368829095	-5.074014278	-3.011657807	-1.966677716	-4.930316679	-0.633137126	-0.516637359	0.171703004	-0.670843788	-2.173111758	-2.074442246	-0.185706427	-0.33524668
CTB-131B5.2	-5.055886575	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-3.551640217	-3.345354179	-0.322797006	-1.339759597	-0.169333914	0.262042016	-0.588149257	-1.337476651	-4.092597023	0.005790237
CTB-131K11.1	-0.011492456	-1.373486691	0.360054937	-0.414632785	-0.681696855	-0.689729712	-0.492746528	-1.229876961	4.065081352	3.649798656	4.863354704	4.601043624	4.745751479	4.719973621	4.756025918	4.969751019
CTB-133G6.1	2.880751364	2.791085076	3.392803519	3.38939412	2.953891719	3.496136833	3.52517538	3.466288102	1.922679029	2.760700584	-0.906299508	-1.322920485	-3.758074259	-2.074442246	-4.092597023	0.401718914
CTB-134H23.2	-1.596454957	-2.473022364	-5.254654907	-5.368829095	-3.489051777	-3.011657807	-1.436162999	-4.930316679	-0.419012321	0.089083702	-0.906299508	0.117652107	0.329388582	-3.659404746	-0.633165404	-2.657174775
CTB-134H23.3	-1.596454957	-0.888059864	-1.795223289	-3.046901	-0.986551437	-2.274692213	-0.278621722	-1.760391678	-2.107068315	-1.870274314	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTB-13F3.1	-3.470924075	-2.958449191	-1.167192066	-2.198904094	-1.167123682	-1.789265386	-3.551640217	-3.345354179	-2.469638394	-1.580767697	0.8779718	1.295989348	2.470744432	2.362963067	2.097227536	1.640505773
CTB-14A14.1	-3.470924075	-2.958449191	-5.254654907	-5.368829095	-0.681696855	-3.011657807	-2.329247795	-1.023426084	-1.576553598	-3.455236815	-2.491262009	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTB-14A14.2	-3.470924075	-5.280377286	-5.254654907	-5.368829095	-2.752086183	-3.011657807	-3.551640217	-4.930316679	-0.147710299	-1.339759597	-2.491262009	-4.130275407	-3.758074259	-2.074442246	-4.092597023	-4.242137276
CTB-152G17.5	-3.470924075	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-5.136602718	-4.930316679	-2.469638394	-2.718271221	0.171703004	-1.322920485	0.634243164	0.041034972	-1.770668928	-1.434782354
CTB-164N12.1	-0.968423734	-0.151094269	-0.499767405	-0.324434976	-0.216033283	-0.89618059	-1.229712122	0.355085539	0.080558688	-1.339759597	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-2.657174775
CTB-174D11.1	1.283963428	0.785711904	1.049125841	1.074114401	0.480574574	0.829644447	0.971921739	0.427235325	0.149271438	0.687721139	-2.491262009	-2.545312906	-3.758074259	-3.659404746	-4.092597023	-1.920209181
CTB-174D11.2	1.353504361	0.334332558	1.253139733	-0.239546078	0.808628772	0.829644447	1.092215973	0.624272172	-1.189530475	-3.455236815	-4.07622451	-4.130275407	-0.588149257	-3.659404746	-4.092597023	-2.657174775
CTB-175E5.7	-0.19790558	-0.235983167	0.526704806	0.303596247	0.758875736	0.047235882	0.289662037	1.000420658	0.395432026	0.632226027	1.053058507	0.914118713	1.733778837	0.86415721	1.688762691	0.712059034
CTB-176F20.3	-5.055886575	-5.280377286	-5.254654907	-2.198904094	-3.489051777	-4.596620308	-5.136602718	-4.930316679	-1.370102721	-1.13330872	-0.375784792	0.513580783	1.451379107	2.490342373	-0.005134181	0.28142468
CTB-179I1.3	-3.470924075	-2.958449191	-3.669692407	-5.368829095	-5.074014278	-1.426695306	-1.677171099	-2.122961757	-0.633137126	-1.13330872	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTB-186G2.1	4.023598208	4.272291811	2.859087259	3.044798834	1.525898564	2.061591175	3.18982677	2.908887109	1.778289119	2.360680121	-2.491262009	-2.545312906	-2.173111758	-0.489479745	-4.092597023	-0.782705657
CTB-1I21.1	0.498702276	-1.820945668	-0.610798718	-0.976511672	-0.119817967	-1.137188689	-0.182406407	-0.537999257	-2.107068315	-1.870274314	-1.754296415	-1.322920485	-1.436146164	-1.337476651	-4.092597023	-0.541697558
CTB-25B13.13	-5.055886575	-5.280377286	-2.932726812	-3.783866594	-5.074014278	-4.596620308	-2.814674623	-4.930316679	-1.189530475	-2.232844393	-0.616792891	-0.429835689	1.099906736	0.041034972	-0.185706427	0.005790237
CTB-25B13.5	-1.596454957	-2.473022364	-3.669692407	-5.368829095	-5.074014278	-4.596620308	-2.329247795	-1.760391678	-0.419012321	0.386065439	1.053058507	0.99900761	0.489853255	1.469878271	0.2997204	1.430288066
CTB-25B13.6	-5.055886575	-5.280377286	-2.084729906	-5.368829095	-5.074014278	-4.596620308	-3.551640217	-4.930316679	-5.276993316	-0.516637359	-4.07622451	-4.130275407	-2.173111758	-2.074442246	-1.770668928	-0.782705657
CTB-30L5.1	-0.807959062	-0.75681533	-1.006727394	-1.668389377	-1.167123682	-0.073058352	-0.888675204	-0.682389166	-1.817561698	-1.580767697	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTB-31N19.3	2.22023783	1.796438311	1.864286165	2.065799133	1.301025154	1.425747505	0.478107127	1.000420658	0.149271438	-0.18221832	-0.616792891	-4.130275407	-1.436146164	-1.337476651	-0.633165404	-0.541697558
CTB-31O20.4	1.093860544	1.377834196	1.120384524	0.608450828	0.653906177	0.895232788	1.167178031	1.336469861	0.951825374	0.890538022	2.523688332	1.892092406	3.160788978	2.74998619	2.057150097	1.780230537
CTB-31O20.6	-5.055886575	-2.473022364	-2.447299985	-5.368829095	-5.074014278	-4.596620308	-1.229712122	-1.760391678	-0.522105814	-3.455236815	-2.491262009	-0.670843788	-3.758074259	0.041034972	-2.507634522	-1.434782354
CTB-31O20.8	-3.470924075	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-3.551640217	-3.345354179	-2.955065221	0.317352689	-4.07622451	-0.670843788	-0.29864264	0.428058095	-1.2852421	-0.154674435
CTB-32H22.1	2.623593524	2.235322552	1.66420833	1.372637891	2.2569026	1.9732353	2.88020557	3.052676895	1.862558036	2.099352037	-0.375784792	-2.545312906	-3.758074259	-2.074442246	-0.633165404	-1.072212275
CTB-33G10.1	-1.596454957	-1.032449773	0.473265547	-0.01127709	0.055268739	-1.789265386	-0.381715215	-0.072335684	1.16595018	0.451653781	2.366718986	2.527936076	2.841838583	3.054840771	1.635323432	3.175715239
CTB-33O18.3	-5.055886575	-2.958449191	-0.300458597	-0.845267139	-2.752086183	-3.011657807	-2.814674623	-2.122961757	-1.189530475	-3.455236815	-4.07622451	-2.545312906	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTB-36H16.2	-3.470924075	-5.280377286	-1.554215189	-3.783866594	-3.489051777	-4.596620308	-3.551640217	-2.122961757	-5.276993316	-2.232844393	1.209177709	0.117652107	0.329388582	1.550048619	0.861599288	0.28142468
CTB-41I6.1	2.201501267	1.938791234	1.964513613	1.451349867	1.981268158	2.248869743	2.913245832	2.84447038	2.815763825	3.052557825	-2.491262009	-1.322920485	-2.173111758	-0.852049824	0.2997204	0.401718914
CTB-41I6.2	2.163281945	1.859174066	1.843377176	1.550034142	1.981268158	1.670166233	2.394778743	2.616577781	2.416493641	2.491182145	-1.268869588	-0.429835689	-0.057634541	-2.074442246	-0.633165404	0.150180147
CTB-46B19.2	-0.101690265	-1.192914445	-1.554215189	-2.561474173	-1.904089276	-3.011657807	-1.966677716	-1.760391678	-0.633137126	-0.396343126	0.447337446	0.513580783	1.196122051	0.984451443	0.551259167	-0.154674435
CTB-49A3.2	4.034225844	3.755796326	3.673123055	3.504615017	4.042329683	3.578305375	3.990101755	3.94926657	2.017627433	1.925584969	-2.491262009	-2.545312906	-1.436146164	-3.659404746	-4.092597023	0.005790237
CTB-49A3.5	-2.73395848	-0.326180976	-5.254654907	-5.368829095	-1.904089276	-4.596620308	-1.677171099	-2.608388584	-5.276993316	-2.232844393	-4.07622451	-1.808347312	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTB-50L17.9	-1.596454957	-2.958449191	-5.254654907	-3.046901	-2.752086183	-1.426695306	-1.966677716	-4.930316679	-1.817561698	-1.870274314	-0.169333914	-0.223384811	0.765487697	0.732912676	-0.392157304	-1.072212275
CTB-52I2.4	6.322950138	6.184678881	5.304722183	5.211429472	6.616420279	6.402675079	6.798930695	6.869369682	5.874657514	5.988397462	5.656790812	5.859828557	5.026560587	5.320734831	5.78545389	5.956307765
CTB-55O6.10	-0.300999073	0.334332558	-1.167192066	-1.668389377	-0.681696855	0.047235882	-0.381715215	-0.842853838	-2.955065221	-1.870274314	-1.754296415	-4.130275407	-2.173111758	-1.337476651	-4.092597023	-1.920209181
CTB-55O6.12	1.283963428	1.730849969	1.221078524	1.425586771	1.034510179	1.879113123	1.306340778	1.092051134	1.821038767	1.701267671	2.43157013	2.637908918	3.339957824	3.160774216	2.849917483	2.628227444
CTB-58E17.1	1.283963428	1.094662145	0.030747312	1.138965545	0.758875736	1.469468883	1.805911788	1.889862283	3.242642937	3.063088493	1.901055414	1.227276598	1.371208758	1.198576249	0.430964934	1.485783179
CTB-58E17.5	-3.470924075	-2.473022364	-2.084729906	-2.561474173	-2.266659356	-3.011657807	-2.814674623	-3.345354179	-5.276993316	-0.516637359	-1.754296415	-4.130275407	-3.758074259	-3.659404746	-1.770668928	-2.657174775
CTB-60B18.12	-2.73395848	-3.695414786	-5.254654907	-5.368829095	-3.489051777	-4.596620308	-5.136602718	-4.930316679	-0.522105814	-1.580767697	-2.491262009	-4.130275407	-0.950719337	-0.199973128	-4.092597023	-2.657174775
CTB-60B18.18	-5.055886575	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-3.551640217	-3.345354179	-0.633137126	-0.285311813	-2.491262009	-1.322920485	-0.588149257	-0.489479745	-4.092597023	-4.242137276
CTB-63M22.1	5.79195378	5.988164714	5.630278741	5.499221759	6.21658061	6.007932921	6.543317161	6.678400175	6.753328966	6.699159392	8.18733813	8.258549131	8.379877476	8.161970646	8.297840667	8.432275706
CTB-73N10.1	-0.19790558	-1.032449773	-0.300458597	-2.198904094	-2.266659356	-0.89618059	0.355250379	0.11407744	-2.107068315	-1.339759597	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTB-78F1.2	-0.011492456	-0.326180976	-2.084729906	-0.724972905	-1.167123682	0.158267194	0.478107127	0.198966338	-2.469638394	-3.455236815	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTB-83J4.1	-3.470924075	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-5.136602718	-3.345354179	-5.276993316	-5.040199315	-1.754296415	-1.322920485	-0.950719337	0.984451443	-4.092597023	-1.434782354
CTB-91J4.1	-5.055886575	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-3.551640217	-4.930316679	-0.633137126	-0.086003005	-0.375784792	-1.808347312	-3.758074259	-3.659404746	-0.922672021	-4.242137276
CTB-92J24.2	-0.300999073	-0.525489784	-1.347764312	-0.613941593	-0.029620158	-1.137188689	-1.229712122	-0.28646049	-1.576553598	-2.232844393	0.447337446	0.823920904	1.914351083	1.83244835	0.951797097	0.615843719
CTB-99A3.1	1.544026267	1.289478322	1.403556575	1.664593907	1.525898564	1.553126812	2.331002833	2.601064781	1.262165495	1.149625243	-1.754296415	-4.130275407	-3.758074259	-3.659404746	-1.770668928	-4.242137276
CTBP1	-0.532324619	-0.422396291	0.102897097	0.245880749	-0.029620158	0.357576002	0.696287297	0.198966338	-0.522105814	-0.952736474	0.781756485	1.424313445	0.996813243	0.428058095	1.838140315	1.372572568
CTBP1-AS2	6.053291128	6.255384092	5.551894715	5.898542836	6.353822326	6.266791651	6.454452057	6.474292718	5.286202956	5.019145145	4.185870335	4.054599936	4.154815077	4.241462062	4.131404652	4.20494595
CTBP2	1.093860544	1.348979334	1.188288588	1.94405386	1.525898564	1.184739406	2.229719497	2.209234673	2.035889639	2.139709775	1.946143303	2.098543284	1.196122051	2.223238303	2.536759598	2.132902155
CTBP2P4	1.573470045	1.899531804	1.565524055	1.94405386	1.555342342	2.003292534	1.238436714	1.373464069	-0.75343136	0.514389536	2.227556238	3.049633683	2.470744432	2.78353875	2.56561446	2.628227444
CTBS	-1.14899598	-1.373486691	-0.610798718	-1.909397476	-1.37357456	-1.426695306	-1.436162999	-2.122961757	-2.107068315	-2.718271221	-4.07622451	-2.545312906	-3.758074259	-3.659404746	-1.770668928	-1.920209181
CTC-203F4.2	0.301665429	0.552512728	-0.499767405	0.739695362	-0.681696855	0.357576002	0.478107127	0.427235325	0.831531141	-2.232844393	-2.491262009	-4.130275407	-1.436146164	-3.659404746	-4.092597023	-2.657174775
CTC-224D3.1	-5.055886575	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-5.136602718	-4.930316679	-0.232599197	0.004194804	-0.616792891	0.513580783	0.765487697	-0.489479745	-0.185706427	-0.154674435
CTC-232P5.1	-3.470924075	-2.473022364	-0.731092951	-5.368829095	-2.266659356	-4.596620308	-2.814674623	-3.345354179	0.277595535	-0.086003005	-1.268869588	-0.670843788	-2.173111758	-0.489479745	-1.2852421	-0.541697558
CTC-232P5.3	-5.055886575	-5.280377286	-1.795223289	-0.324434976	-5.074014278	-4.596620308	-3.551640217	-3.345354179	-1.370102721	-1.870274314	-4.07622451	-4.130275407	-0.29864264	-3.659404746	-2.507634522	-2.657174775
CTC-241F20.3	-5.055886575	-5.280377286	-5.254654907	-3.783866594	-5.074014278	-4.596620308	-3.551640217	-4.930316679	-5.276993316	-2.232844393	-0.169333914	-1.322920485	-0.588149257	1.550048619	-0.392157304	0.712059034
CTC-241N9.1	1.451908065	1.059472717	1.778768094	0.934951653	1.771475773	1.778419123	1.896820284	1.783928838	1.062856687	1.025889875	-0.616792891	-0.223384811	0.148816337	0.247485849	-1.2852421	-0.33524668
CTC-250P20.2	-2.248531653	-3.695414786	-5.254654907	-5.368829095	-3.489051777	-4.596620308	-5.136602718	-4.930316679	0.831531141	-2.718271221	-0.616792891	-1.322920485	-2.173111758	-2.074442246	-1.770668928	-4.242137276
CTC-251D13.1	0.826756474	0.602265763	-0.499767405	0.303596247	0.653906177	-0.073058352	0.072850648	0.198966338	1.026787432	-0.792271802	-0.906299508	-0.042812566	-0.057634541	1.198576249	0.430964934	-1.072212275
CTC-254B4.1	0.921393348	0.741990527	1.049125841	1.106904336	-0.029620158	0.047235882	0.885765096	0.851043034	-0.884675893	-1.339759597	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-1.920209181
CTC-260E6.2	0.435966521	0.21147581	-1.167192066	-0.613941593	0.283537727	0.047235882	1.013144402	1.000420658	-0.522105814	-0.952736474	0.447337446	-0.042812566	0.996813243	0.588522767	0.2997204	-0.33524668
CTC-260E6.6	-5.055886575	-2.958449191	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-5.136602718	-4.930316679	-1.189530475	-1.339759597	0.56763168	0.393286549	1.196122051	1.83244835	0.765383973	0.005790237
CTC-261N6.3	-5.055886575	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-5.136602718	-4.930316679	-5.276993316	-5.040199315	-4.07622451	-4.130275407	0.634243164	-3.659404746	-4.092597023	-2.657174775
CTC-265N9.1	0.15356679	-0.636521097	-2.084729906	-1.461938499	-0.681696855	-1.137188689	-0.381715215	-0.537999257	-1.576553598	-2.232844393	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTC-276P9.2	-0.807959062	-2.958449191	-0.862337485	-1.461938499	-5.074014278	-2.274692213	-1.966677716	-0.842853838	-5.276993316	-2.718271221	-4.07622451	-4.130275407	-2.173111758	-2.074442246	-4.092597023	-4.242137276
CTC-277H1.7	0.616538767	-0.75681533	-0.300458597	-1.281366254	0.352250477	-0.89618059	-0.278621722	0.198966338	-1.576553598	0.004194804	-0.616792891	0.117652107	0.765487697	-1.337476651	0.2997204	-1.072212275
CTC-296K1.3	-5.055886575	-3.695414786	-5.254654907	-5.368829095	-2.752086183	-4.596620308	-5.136602718	-4.930316679	-1.370102721	-1.870274314	0.447337446	-0.960350405	-3.758074259	-2.074442246	0.951797097	0.28142468
CTC-301O7.4	-0.011492456	0.077174718	-1.554215189	-0.01127709	0.283537727	0.357576002	0.885765096	0.427235325	-1.817561698	-1.580767697	-2.491262009	-4.130275407	-3.758074259	-2.074442246	-4.092597023	-4.242137276
CTC-304I17.5	0.558823269	0.602265763	0.895092212	0.653538718	-0.119817967	0.047235882	-0.744285295	-0.537999257	-2.107068315	-5.040199315	-2.491262009	-2.545312906	-3.758074259	-1.337476651	-1.2852421	-4.242137276
CTC-308K20.3	1.513969033	1.539801676	-0.210260788	-0.724972905	0.540695566	0.047235882	0.696287297	0.95232637	1.862558036	1.830165404	3.60325559	3.69627308	3.441598086	3.559763774	3.783919924	3.67075206
CTC-321K16.1	-2.73395848	-2.110452285	-1.795223289	-3.783866594	-2.752086183	-4.596620308	-2.814674623	-1.229876961	-0.322797006	-2.718271221	-4.07622451	-1.322920485	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTC-325H20.2	0.874850762	-0.070923921	-0.045201542	-1.281366254	0.211387941	-0.204302885	0.148799501	0.023879631	-1.576553598	-1.870274314	-4.07622451	-2.545312906	-0.588149257	-3.659404746	-1.2852421	-2.657174775
CTC-336P14.1	-2.73395848	-2.958449191	-5.254654907	-5.368829095	-5.074014278	-3.011657807	-5.136602718	-3.345354179	-0.419012321	-3.455236815	-2.491262009	-2.545312906	-0.950719337	-3.659404746	-4.092597023	-0.782705657
CTC-338M12.4	-2.73395848	-2.473022364	-5.254654907	-3.046901	-2.266659356	-2.274692213	-0.613040761	-2.122961757	1.821038767	1.878663922	0.8779718	0.393286549	2.350450198	2.569413944	0.155330491	1.485783179
CTC-338M12.6	-5.055886575	-3.695414786	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-3.551640217	-4.930316679	0.277595535	0.089083702	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTC-338M12.9	-1.885961574	-2.958449191	-5.254654907	-5.368829095	-1.904089276	-1.426695306	-0.888675204	-3.345354179	1.922679029	1.226587225	0.171703004	0.99900761	1.099906736	1.198576249	1.116856343	0.005790237
CTC-340A15.2	2.960921712	3.055013068	2.466444281	2.267795526	2.238868677	2.11762521	2.34721306	1.94004804	0.789095874	0.937080608	-1.754296415	-0.429835689	0.329388582	-2.074442246	-4.092597023	-4.242137276
CTC-343N3.1	-1.885961574	-1.820945668	-1.167192066	-0.613941593	-1.37357456	-3.011657807	-3.551640217	-1.470885061	2.140859199	2.394428912	2.399508921	2.439580202	2.871282361	2.78353875	2.701818844	2.327718332
CTC-344H19.4	-0.011492456	-1.032449773	-1.795223289	-3.046901	-0.986551437	-1.789265386	-1.966677716	-0.842853838	-1.576553598	-5.040199315	-2.491262009	-0.670843788	-2.173111758	-1.337476651	-4.092597023	-1.920209181
CTC-350I8.1	-1.355446857	0.005024933	0.935169652	0.897957446	0.283537727	1.018089536	-0.492746528	-0.842853838	-1.370102721	-0.18221832	-4.07622451	-1.808347312	-2.173111758	-2.074442246	-2.507634522	-1.920209181
CTC-360J11.4	-5.055886575	-5.280377286	-5.254654907	-3.783866594	-5.074014278	-4.596620308	-5.136602718	-4.930316679	1.593371403	1.263581433	-1.754296415	-1.322920485	-0.588149257	-0.489479745	-4.092597023	-0.782705657
CTC-365E16.1	0.616538767	0.392048056	0.767712906	0.05743566	0.598411064	-1.426695306	0.644756996	0.624272172	0.395432026	0.089083702	1.651695945	2.019471713	1.914351083	2.271332591	1.579828319	1.823951914
CTC-412M14.5	2.395324536	1.87949405	1.374701713	0.859989595	2.065537075	1.075805034	1.521608765	1.639538929	-0.75343136	-0.285311813	-4.07622451	-2.545312906	-3.758074259	-0.852049824	-2.507634522	-4.242137276
CTC-420A11.2	-5.055886575	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-5.136602718	-4.930316679	-2.955065221	-0.647881893	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
CTC-428G20.6	-1.885961574	-1.373486691	-0.862337485	-3.046901	-1.904089276	-0.689729712	-1.966677716	-1.470885061	-0.884675893	-2.232844393	-0.906299508	-1.322920485	-2.173111758	-1.337476651	-1.770668928	-1.920209181
CTC-444N24.11	1.658358942	1.7083074	2.261044931	3.027775686	0.653906177	0.261360687	1.521608765	1.046963244	3.870211609	3.89349134	5.536643987	5.56842926	5.991795168	5.806161659	6.012001731	6.044420486
CTC-444N24.8	3.323491792	3.430429147	3.026115863	2.702633268	3.762036077	3.474842055	2.752140531	2.921432362	1.756429685	1.559713527	2.665242477	2.244764025	2.350450198	2.362963067	2.802220741	2.55227859
CTC-448F2.6	-3.470924075	-2.958449191	-5.254654907	-1.461938499	-3.489051777	-3.011657807	-1.966677716	-2.608388584	0.555896698	-1.13330872	0.678662992	-1.322920485	-0.588149257	0.732912676	-0.633165404	-1.920209181
CTC-451P13.1	-5.055886575	-3.695414786	-1.795223289	-5.368829095	-5.074014278	-4.596620308	-5.136602718	-4.930316679	-0.522105814	-2.232844393	0.968169609	0.262042016	1.196122051	-0.199973128	1.192805196	-0.33524668
CTC-453G23.5	-1.885961574	-5.280377286	-5.254654907	-5.368829095	-2.752086183	-4.596620308	-2.814674623	-2.122961757	0.450927138	-1.13330872	-1.754296415	-0.670843788	-1.436146164	-2.074442246	-1.2852421	-0.782705657
CTC-455F18.3	2.063054497	1.638485951	2.900163202	2.482919946	2.002801319	1.70716044	0.79413462	0.624272172	0.872753803	0.317352689	0.316092913	0.117652107	-0.29864264	0.588522767	0.155330491	0.887145741
CTC-457E21.4	-1.885961574	-1.192914445	-0.396673912	-1.668389377	-0.986551437	-3.011657807	-0.888675204	-0.406754723	-2.107068315	-1.580767697	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-2.657174775
CTC-458G6.4	4.106504753	4.105485114	3.679035748	3.376004742	3.657304753	3.316269028	3.761242738	3.466288102	1.230801324	0.451653781	-0.375784792	0.117652107	-0.29864264	-1.337476651	-2.507634522	-0.541697558
CTC-458I2.2	5.135172639	4.572932269	5.174751834	5.043740752	5.34278325	4.924980132	5.655374103	5.505353582	4.240676072	3.887578647	3.800292437	3.733910738	4.494591174	5.030593225	3.484831805	3.584411211
CTC-459F4.3	0.777003439	1.227417354	1.154736029	1.372637891	0.808628772	0.957968544	1.874624538	1.444722752	4.033619465	3.607259111	2.769265541	2.209574596	1.668190496	2.74998619	2.415197618	2.55227859
CTC-459M5.2	-0.300999073	-0.75681533	-0.12537189	-1.461938499	-0.029620158	-0.073058352	0.148799501	0.427235325	-1.817561698	-1.339759597	-2.491262009	-1.808347312	-2.173111758	-3.659404746	-2.507634522	-1.434782354
CTC-461F20.1	2.536570462	2.170833826	2.196556204	2.625524342	2.50341455	2.542931044	2.139521688	1.639538929	-0.067539951	0.16925405	-4.07622451	-4.130275407	-1.436146164	-3.659404746	-1.770668928	-4.242137276
CTC-462L7.1	-5.055886575	-5.280377286	-2.084729906	-5.368829095	-5.074014278	-4.596620308	-2.329247795	-4.930316679	-0.75343136	-5.040199315	2.43157013	2.66414046	2.264293554	3.186085305	3.00543506	2.472108242
CTC-471F3.6	-1.885961574	-1.820945668	-2.932726812	-5.368829095	-0.430158088	-3.011657807	-1.966677716	-1.023426084	-2.469638394	-2.232844393	-4.07622451	-2.545312906	-1.436146164	-2.074442246	-0.633165404	-4.242137276
CTC-479C5.10	0.498702276	0.077174718	0.627988142	-0.083426876	0.758875736	0.357576002	0.696287297	1.000420658	-0.419012321	-0.952736474	2.227556238	2.469637435	1.969846196	2.490342373	2.057150097	1.539222438
CTC-480C2.1	0.777003439	0.785711904	1.43184562	0.561908243	1.154804413	1.380659616	1.521608765	1.21943044	1.381218167	0.514389536	-0.169333914	-1.808347312	-0.29864264	0.86415721	0.66229048	-0.33524668
