Gene	GV.0	GV.1	MI.0	MI.1	MII.0	MII.1	PN.0	PN.1	CL.0	CL.1	MOR.0	MOR.1	ICM.0	ICM.1	TROPH.0	TROPH.1
7SK	2.651472557	2.533403905	2.322773921	2.267795526	2.838875058	2.223558654	2.598106903	2.520894432	0.745374497	1.618012167	-0.616792891	-1.322920485	0.885781931	-0.489479745	0.155330491	0.28142468
A1BG-AS1	1.630613952	2.235322552	0.895092212	1.345416423	1.115810281	1.286022741	1.5776428	1.373464069	2.053923562	1.97102794	0.56763168	0.262042016	0.489853255	-3.659404746	-1.770668928	-0.154674435
A1CF	0.15356679	0.909447273	0.811434283	-0.159375729	-0.319126776	0.357576002	-0.278621722	0.023879631	-2.107068315	-1.580767697	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
A2ML1	7.390421356	7.313714004	6.893503866	7.042946681	7.320180432	7.281047266	7.375396952	7.422002675	5.99854924	6.167425153	2.227556238	3.009275946	3.207710026	2.940508096	3.202023726	3.729406278
A4GALT	1.573470045	1.614440477	1.82216069	2.065799133	1.914670409	2.11762521	1.521608765	1.000420658	1.641869921	1.854618448	2.638021008	2.637908918	2.4317503	2.362963067	2.56561446	2.769089979
AAAS	1.172932115	1.195356145	1.284503904	1.501535625	0.135439088	0.829644447	0.148799501	0.198966338	0.277595535	0.687721139	0.171703004	0.624612095	0.765487697	0.588522767	-0.922672021	0.615843719
AACS	8.116072044	8.160881045	7.613974761	7.624993842	7.618383278	7.625872744	7.984768908	7.973376911	6.387898353	6.66067384	5.086166819	5.115277299	4.577316096	4.379514243	5.467735812	5.648127001
AADAC	-1.885961574	-2.110452285	1.284503904	2.444952096	-3.489051777	-2.274692213	0.289662037	0.684393165	-1.189530475	-1.580767697	1.705135204	1.752367643	-0.950719337	-0.852049824	-0.633165404	-1.072212275
AADACL2	-5.055886575	-5.280377286	-3.669692407	-1.909397476	-5.074014278	-4.596620308	-5.136602718	-4.930316679	-3.692030816	-5.040199315	-1.268869588	0.823920904	-0.588149257	-0.199973128	0.155330491	-0.33524668
AADACL2-AS1	-1.14899598	-0.888059864	-1.795223289	-1.461938499	-1.614582659	-1.426695306	-1.677171099	-0.842853838	-5.276993316	-2.718271221	-2.491262009	-1.322920485	-3.758074259	-2.074442246	-2.507634522	-4.242137276
AADACL3	-5.055886575	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-3.551640217	-4.930316679	-1.189530475	-5.040199315	1.756665504	2.439580202	1.914351083	1.955305098	3.256131132	3.15874216
AADACP1	-1.885961574	-5.280377286	0.895092212	-0.845267139	-3.489051777	-4.596620308	-2.814674623	-1.760391678	-5.276993316	-0.792271802	-1.754296415	-1.322920485	-0.588149257	-2.074442246	-1.770668928	0.150180147
AAGAB	0.616538767	-0.235983167	-0.045201542	1.106904336	0.653906177	-0.204302885	0.840677206	0.495948075	0.008408903	0.574510529	-1.754296415	0.513580783	-0.29864264	1.550048619	0.155330491	0.615843719
AAK1	1.247894173	1.059472717	1.539760959	1.289382388	1.368929218	1.075805034	1.306340778	0.797603775	1.617824447	1.779979647	1.946143303	1.800461931	2.074815755	2.223238303	2.593903505	1.372572568
AAMDC	1.738529291	1.817654797	0.935169652	1.138965545	-0.826086764	-0.89618059	0.220949287	-0.406754723	3.013025531	2.931344239	2.979057926	3.145848998	2.4317503	3.438627337	3.202023726	2.676725961
AAMP	-1.596454957	-1.579937568	-3.669692407	-2.561474173	-2.266659356	-3.011657807	-1.966677716	-3.345354179	1.13239762	0.574510529	2.399508921	1.702614607	2.391672861	2.406684444	1.790046027	2.444363251
AANAT	2.536570462	2.454332334	1.221078524	2.032050341	2.220606471	2.480195289	2.410291742	2.124965756	-1.029065803	0.245202903	-4.07622451	-4.130275407	-1.436146164	-2.074442246	-2.507634522	-4.242137276
AAR2	6.981317166	6.907284079	6.322301757	6.271867743	6.713480222	6.593821711	6.871475693	6.728341113	6.972416469	6.9643723	7.108030986	6.995783709	6.516886213	6.402641391	7.082952528	7.069043384
AARD	0.370378179	0.077174718	-1.795223289	-0.324434976	0.417838818	0.261360687	0.591317737	0.684393165	-0.884675893	-1.339759597	-0.169333914	-0.960350405	-0.588149257	0.041034972	-0.392157304	-2.657174775
AARS	1.093860544	1.565112765	1.221078524	1.476660956	1.22976647	1.593204251	1.053221841	0.797603775	0.605649733	-0.18221832	0.8779718	1.484434437	1.668190496	1.766860008	1.635323432	1.184127479
AARS2	-3.470924075	-5.280377286	-2.932726812	-5.368829095	-2.752086183	-3.011657807	-3.551640217	-4.930316679	-2.469638394	-1.580767697	0.011238331	-0.042812566	0.885781931	0.86415721	-0.633165404	-0.33524668
AASDHPPT	6.544490978	6.280433182	6.848304979	6.987347735	6.711846828	6.343693289	5.600644626	5.54845294	3.391891668	3.339179052	6.22412805	6.260968183	5.988440062	6.162369236	6.683013258	6.469529698
AATF	6.536103192	6.6388585	6.372422933	6.073596098	6.403238046	6.325964095	6.597683515	6.507955377	6.810137985	6.748926731	7.750721141	7.692693684	7.444661784	7.335655721	7.786603295	7.780577297
AB015752.3	2.770661912	2.085944928	1.345257935	0.05743566	1.694170047	1.942538503	1.492753903	1.964501084	0.745374497	0.687721139	-0.616792891	-0.223384811	-0.588149257	-3.659404746	-4.092597023	-2.657174775
AB019441.29	-2.248531653	-2.473022364	-0.731092951	-1.668389377	-0.986551437	-3.011657807	-0.492746528	-0.406754723	0.337716528	-0.18221832	2.493631098	2.499081213	3.010110066	2.490342373	2.593903505	3.225468274
ABAT	7.109962571	7.122901089	6.707156501	6.696250394	6.9263379	6.790858558	7.322060215	7.267821373	6.162318146	6.142815685	3.290097704	3.590823782	2.871282361	3.027095781	1.264954982	2.876803797
ABCA1	0.874850762	0.909447273	-0.610798718	-0.613941593	0.992074913	1.075805034	1.053221841	0.495948075	0.450927138	0.004194804	-1.754296415	-1.808347312	-0.588149257	1.294791564	-1.770668928	-4.242137276
ABCA10	-5.055886575	-2.958449191	-3.669692407	-5.368829095	-2.752086183	-4.596620308	-0.492746528	-0.537999257	0.395432026	-0.792271802	-4.07622451	-4.130275407	-3.758074259	-2.074442246	-4.092597023	-1.920209181
ABCA12	-0.412030386	-0.888059864	-0.300458597	0.245880749	-0.550452322	-0.509157467	-1.966677716	-0.842853838	0.149271438	0.004194804	-2.491262009	-1.322920485	-3.758074259	-3.659404746	-4.092597023	-2.657174775
ABCA13	-3.470924075	-3.695414786	-1.554215189	-0.976511672	-3.489051777	-4.596620308	-0.492746528	-3.345354179	2.444105872	2.552257722	3.69856255	3.89763059	2.684869237	3.578999993	3.855770209	4.001036707
ABCA17P	2.475494885	2.426981846	1.221078524	1.619855592	1.891770007	2.11762521	2.264276719	2.382566276	3.839350645	3.704634522	1.989864681	2.136511134	0.996813243	1.095482756	-2.507634522	1.24971582
ABCA2	0.558823269	1.059472717	0.895092212	1.525988668	1.22976647	1.018089536	1.371191923	0.797603775	0.831531141	1.188619375	-4.07622451	-0.960350405	-2.173111758	-3.659404746	-2.507634522	-1.434782354
ABCA3	1.133937984	1.938791234	1.884896445	1.260527525	1.612486249	1.511904149	1.805911788	1.512626816	0.912831243	1.925584969	-2.491262009	-0.670843788	-3.758074259	-3.659404746	-2.507634522	-1.434782354
ABCA4	-0.101690265	-0.525489784	-0.499767405	-1.461938499	-0.826086764	-0.509157467	-0.278621722	-1.760391678	-1.817561698	-3.455236815	-4.07622451	-4.130275407	-3.758074259	-1.337476651	-0.922672021	-2.657174775
ABCA5	-0.101690265	-0.235983167	-0.300458597	-1.281366254	0.283537727	-0.89618059	0.746040332	0.023879631	0.008408903	-1.580767697	-0.616792891	-0.960350405	-3.758074259	-2.074442246	-2.507634522	-4.242137276
ABCA7	2.949737974	3.046052201	2.480054713	2.253222724	1.981268158	2.144846678	2.379097121	2.124965756	3.638886063	3.31294751	3.883777422	3.941186956	4.980018001	5.414736716	4.215742008	4.084292211
ABCA9-AS1	1.010202615	1.16256621	1.403556575	-0.159375729	0.417838818	0.895232788	0.929486473	0.742108663	-1.817561698	-0.086003005	-1.754296415	-1.322920485	-3.758074259	-3.659404746	-2.507634522	-2.657174775
ABCB10	-2.73395848	-3.695414786	-2.447299985	-3.046901	-3.489051777	-2.274692213	-1.677171099	-4.930316679	-5.276993316	-1.580767697	-2.491262009	-1.322920485	0.885781931	-0.489479745	0.155330491	0.150180147
ABCB4	3.068234736	2.972288146	2.816807455	2.845490026	2.024017805	2.480195289	1.758215046	2.035467605	-0.322797006	0.089083702	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
ABCB5	-5.055886575	-3.695414786	-1.795223289	-5.368829095	-5.074014278	-4.596620308	-2.814674623	-4.930316679	1.026787432	-0.647881893	0.011238331	0.117652107	1.969846196	1.294791564	-2.507634522	-1.920209181
ABCB7	-0.807959062	-0.888059864	0.974163783	-0.159375729	-0.986551437	-0.073058352	-1.049139876	-0.406754723	-1.189530475	-0.792271802	-0.906299508	-0.223384811	-0.29864264	-1.337476651	-0.005134181	-1.072212275
ABCB8	5.513019579	5.713268774	5.176842697	5.201975343	4.849313208	4.963712526	5.064295888	4.913604372	4.184486131	4.686018844	7.380643228	7.346976917	7.484504431	7.592669296	7.474883779	7.085976619
ABCB9	-0.011492456	0.500982427	0.578235107	0.859989595	0.480574574	0.895232788	0.840677206	1.092051134	1.13239762	1.701267671	-4.07622451	-1.808347312	-0.588149257	-3.659404746	-4.092597023	-1.920209181
ABCC1	9.39319757	9.448552956	9.414285462	9.439682659	9.48051462	9.391443006	9.512148069	9.47847743	8.494186617	8.688252695	5.381156369	5.688306771	5.039587267	5.5080134	5.05968782	5.585999208
ABCC10	5.531890941	5.627264517	5.101797063	5.007296294	5.556252847	5.476182227	5.6274395	5.550473522	3.920223377	4.060463024	4.734347125	4.761508296	5.707492146	5.678217156	4.997515397	4.643559097
ABCC13	-5.055886575	-5.280377286	-1.347764312	-3.783866594	-5.074014278	-4.596620308	-5.136602718	-4.930316679	-1.576553598	-2.718271221	1.596200832	1.752367643	1.451379107	1.550048619	1.461991829	1.688600062
ABCC2	1.685580411	1.406123241	0.767712906	0.897957446	0.417838818	0.447773811	0.746040332	0.355085539	1.026787432	0.937080608	4.411615524	4.420471379	5.187369577	5.420080038	3.946321967	3.729406278
ABCC3	6.408148577	6.536206421	6.438396388	6.415396765	6.000796183	6.12362395	6.595988718	6.635261457	5.107790434	5.524902763	2.298814921	2.136511134	-0.588149257	-2.074442246	-0.633165404	0.802256843
ABCC4	1.283963428	1.319535556	1.800627528	2.131016792	2.164390461	1.425747505	2.394778743	2.616577781	2.416493641	1.779979647	1.478364342	1.651084307	0.634243164	0.247485849	0.2997204	1.688600062
ABCC5	-0.011492456	0.145887468	-0.210260788	0.513813954	0.055268739	0.447773811	1.130183823	0.355085539	0.653744021	0.514389536	1.281327495	0.727705588	1.733778837	1.83244835	1.333667732	1.043264943
ABCC5-AS1	-3.470924075	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-5.136602718	-4.930316679	-0.884675893	-2.232844393	-1.268869588	-0.960350405	-0.588149257	-1.337476651	-2.507634522	-1.434782354
ABCC6	2.491007885	2.713976151	2.24519098	1.750111978	2.274713876	1.778419123	2.470727596	2.167715404	1.098046115	1.529656293	-2.491262009	-2.545312906	-3.758074259	-3.659404746	-1.770668928	-1.920209181
ABCC6P1	7.590897117	7.62293972	7.032191595	7.045591887	7.695203718	7.514841432	8.311900802	8.21672921	7.523299942	7.593022988	1.901055414	1.847004517	0.489853255	0.428058095	0.951797097	3.597066512
ABCD1	5.866697827	6.156854615	5.357292034	5.577346146	5.402731926	5.497457378	5.299067543	5.321165731	4.456022005	4.52775676	4.241188104	4.222871419	3.935412699	4.034082211	3.783919924	3.273562562
ABCD3	7.608782919	7.364605569	7.345490309	7.396249765	7.572319416	7.279512892	7.590679612	7.560283534	6.322454665	5.957685812	6.904629096	6.913435457	6.507540788	6.34481572	7.008722132	6.937149829
ABCD4	1.789603476	1.87949405	2.146224529	2.365880525	2.425831609	2.032736312	2.410291742	2.288851841	0.450927138	1.369191621	-0.906299508	-0.670843788	-0.29864264	-0.199973128	-1.770668928	-0.782705657
ABCE1	8.243178311	7.94618543	8.52885495	8.343805373	8.476852727	8.092285623	8.201158542	8.125812955	7.151105096	7.028243101	8.741358779	8.724398215	8.339628705	8.387378224	8.778730714	8.737466548
ABCF1	6.837035648	6.867781487	6.602159645	6.679998318	6.899324343	6.83852903	7.231630894	6.958046062	9.443945612	9.471120959	8.547885526	8.591037435	8.572002296	8.559461164	8.706482186	8.740321604
ABCF2	2.678823045	2.63251205	2.728338667	2.659076902	1.301025154	1.846323188	1.829181567	1.479074257	2.917763538	2.954154121	2.298814921	2.136511134	2.545706489	0.984451443	1.973492168	1.688600062
ABCF2P1	-3.470924075	-3.695414786	-3.669692407	-3.783866594	-2.752086183	-2.274692213	-1.677171099	-2.122961757	-0.522105814	-1.13330872	-0.906299508	-1.808347312	-2.173111758	-2.074442246	-0.922672021	-1.920209181
ABCF3	6.839309997	6.858854284	6.344793074	6.472342094	6.703652003	6.602438516	6.396240193	6.297900763	6.172671222	6.174726873	6.505917472	6.709715664	6.844624606	6.45303476	6.598273987	6.43470133
ABCG1	-2.248531653	-1.579937568	-3.669692407	-1.281366254	-2.266659356	-3.011657807	0.148799501	0.198966338	0.450927138	0.004194804	-0.616792891	-2.545312906	-3.758074259	-3.659404746	-4.092597023	-2.657174775
ABCG2	-5.055886575	-2.958449191	-2.932726812	-1.909397476	-3.489051777	-4.596620308	-1.677171099	-4.930316679	-3.692030816	-5.040199315	1.478364342	1.079177959	1.914351083	1.698147258	2.174189518	2.55227859
ABCG4	6.428432848	6.544979055	5.981957293	6.08495596	6.24847726	6.246515603	6.67276349	6.713088598	4.817084369	5.05387837	-0.906299508	1.079177959	0.148816337	1.294791564	-0.185706427	1.312451576
ABCG8	5.667774369	5.783691794	4.223103359	4.478228251	5.595756611	5.79677015	5.857043343	5.845293601	5.189593021	5.316252655	0.678662992	1.800461931	0.329388582	0.732912676	-1.2852421	1.312451576
ABHD1	4.75949672	4.8110581	3.536507981	3.890914169	4.427822907	4.258248075	4.183069403	4.015127157	2.017627433	1.529656293	1.281327495	0.393286549	1.599477746	-1.337476651	0.951797097	0.150180147
ABHD10	4.086220482	4.135364482	3.981359285	3.639599527	3.829867568	3.386373267	3.641474412	3.405073675	2.300435512	2.552257722	5.076060332	5.006715705	4.17856368	4.204781398	5.162431547	5.091018074
ABHD11	-1.355446857	-2.473022364	-0.210260788	-5.368829095	-2.752086183	-2.274692213	-1.966677716	-3.345354179	-2.469638394	-1.13330872	-0.906299508	-1.322920485	-0.950719337	-0.489479745	-0.633165404	-1.920209181
ABHD11-AS1	-2.248531653	-2.473022364	-2.084729906	-5.368829095	-3.489051777	-3.011657807	-3.551640217	-3.345354179	-1.370102721	-3.455236815	-1.754296415	-1.322920485	-0.950719337	0.247485849	-0.392157304	0.96731609
ABHD12	0.966481238	1.023403462	-0.396673912	0.608450828	-0.119817967	-0.348692794	-1.049139876	-0.406754723	-0.633137126	0.386065439	1.415628586	0.99900761	1.52732796	1.698147258	1.264954982	1.688600062
ABHD12B	5.857750853	5.841803615	4.788372376	4.877911503	4.415833683	4.519723653	4.952185521	4.947734233	3.178333904	3.073542851	5.081122425	4.996429066	5.222065319	5.170317989	4.926993706	4.826641002
ABHD13	2.972019421	2.780318645	2.73969853	3.027775686	2.457367183	2.273744412	3.277025212	2.585383159	5.179361099	4.929906575	5.441444878	5.536836135	4.931923713	5.071914285	5.425072366	5.108801906
ABHD14A	3.057855591	3.586901453	2.681983032	2.324657862	1.075732842	1.286022741	1.54989781	1.336469861	-1.370102721	0.937080608	0.011238331	0.262042016	1.099906736	0.041034972	1.036685994	0.712059034
ABHD14B	-1.14899598	-0.636521097	-0.610798718	-0.083426876	-3.489051777	-3.011657807	-1.677171099	-1.760391678	-1.189530475	-0.952736474	-4.07622451	-1.322920485	-1.436146164	-1.337476651	-2.507634522	-0.782705657
ABHD16A	-2.73395848	-1.820945668	-0.210260788	-0.613941593	-1.37357456	-3.011657807	-1.229712122	-2.608388584	-2.469638394	-1.339759597	-4.07622451	-2.545312906	-3.758074259	-3.659404746	-4.092597023	-1.920209181
ABHD16B	-0.532324619	-0.070923921	0.360054937	0.859989595	-0.550452322	0.261360687	-0.381715215	-0.842853838	-0.232599197	0.574510529	0.678662992	0.513580783	0.148816337	1.698147258	0.765383973	0.28142468
ABHD17A	-1.885961574	-1.032449773	-1.795223289	-1.909397476	-2.266659356	-3.011657807	-3.551640217	-3.345354179	-1.370102721	-0.285311813	0.011238331	-0.223384811	-0.588149257	-0.199973128	0.551259167	0.005790237
ABHD17B	1.419846856	1.258781525	0.360054937	1.451349867	1.49584133	1.469468883	0.417986134	0.198966338	0.789095874	0.386065439	0.011238331	0.117652107	-3.758074259	0.041034972	-0.185706427	0.401718914
ABHD17C	1.862976662	1.817654797	3.044553111	2.659076902	2.660695342	2.542931044	2.902316272	2.85758588	3.334031481	3.51054747	6.46777394	6.070623198	6.141282664	5.912347897	6.608709439	6.441734593
ABHD2	9.815874309	9.811429966	9.660804371	9.643053306	9.900893196	9.753282876	9.979050599	9.900446086	8.77379064	8.717503202	6.306399517	6.328131206	6.141282664	5.866116063	6.359644218	6.702574785
ABHD3	1.789603476	1.12901365	1.403556575	1.289382388	1.612486249	1.286022741	1.829181567	1.135772511	0.700286607	1.188619375	0.56763168	0.117652107	-1.436146164	0.588522767	-0.633165404	-0.541697558
ABHD4	0.15356679	-0.422396291	1.253139733	0.185759757	-0.119817967	-3.011657807	2.500021903	2.249592411	3.186531057	3.041949726	6.036214997	6.000295156	5.707492146	5.802074701	6.294343223	6.069611039
ABHD5	6.287854343	6.261203374	5.520955373	5.380202287	5.374102028	5.112463505	3.854919129	4.127675043	4.687347552	4.605459117	6.017853176	6.030856476	5.951009554	6.000591146	6.060955009	5.759270918
ABHD6	3.357741354	3.409620685	2.969346767	3.348847328	3.018742863	2.563251029	3.144168053	3.193804632	2.783702615	2.823986829	5.55858654	5.561468112	5.492224159	5.797976133	5.306146669	5.207011369
ABI1	0.370378179	1.377834196	0.974163783	1.345416423	0.85672306	0.895232788	1.306340778	1.444722752	-0.067539951	1.188619375	0.011238331	0.823920904	1.099906736	0.732912676	0.2997204	1.043264943
ABI2	7.227491214	7.025399483	7.394825832	7.519343355	7.365556918	7.156178451	7.465864184	7.337347858	6.11478729	5.929187206	5.755082734	5.798983002	5.9681439	5.946074772	5.417177982	5.453091016
ABI3	-5.055886575	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-1.966677716	-4.930316679	2.017627433	1.435534116	2.333166426	2.209574596	1.914351083	2.78353875	2.136221668	1.907609844
ABI3BP	2.327817717	2.413109671	3.026115863	2.723928046	2.633344854	2.089880219	3.008055525	3.07530787	3.17008991	2.760700584	-0.616792891	0.823920904	-0.588149257	-1.337476651	-0.922672021	-0.154674435
ABL1	9.700200587	9.675136409	9.401714088	9.488908969	10.04025676	10.00265331	10.2609048	10.21477959	8.819804181	8.754115006	7.647009791	7.602316029	6.960458617	7.267632422	7.47393276	7.49045416
ABL2	1.210899965	1.319535556	1.983749832	2.014875197	1.612486249	2.089880219	1.604864269	1.837867645	1.688790968	1.435534116	0.316092913	0.99900761	1.599477746	0.588522767	-0.392157304	0.887145741
ABLIM1	-1.596454957	-1.579937568	-1.554215189	-0.724972905	-1.167123682	-1.426695306	-0.381715215	-1.023426084	-0.75343136	-0.396343126	-0.375784792	-0.670843788	-3.758074259	-1.337476651	-0.922672021	-2.657174775
ABLIM2	0.370378179	1.059472717	-0.610798718	0.123024001	0.211387941	0.357576002	0.417986134	0.427235325	0.21485978	-0.516637359	-2.491262009	-4.130275407	-3.758074259	-2.074442246	-4.092597023	-4.242137276
ABLIM3	3.234132272	2.943624388	4.485125702	4.794820581	4.232047412	4.127893545	3.773290366	3.709928257	3.093694091	2.443616462	3.10368458	3.182607548	3.53654649	2.78353875	0.66229048	1.184127479
ABR	1.838931188	2.103327006	2.24519098	1.997493119	2.065537075	2.322242929	2.29802551	2.327071163	1.999131089	2.078741757	1.415628586	1.752367643	2.4317503	3.108779578	2.350346473	2.233596155
ABRACL	-2.248531653	-1.820945668	0.811434283	-0.083426876	-2.752086183	-2.274692213	0.591317737	1.092051134	1.062856687	0.937080608	6.112364336	5.997718914	5.739777578	5.567007446	5.803735381	5.560379089
ABT1	2.491007885	2.924193858	2.17997332	2.098776455	0.540695566	0.760931697	2.902316272	1.092051134	6.669547488	6.724257648	6.63372087	6.591678206	6.432984956	6.615555726	6.639570403	6.64432142
ABTB1	2.795862466	2.924193858	2.352675406	1.750111978	1.746164685	1.778419123	2.331002833	2.269355665	2.783702615	2.680899873	2.718191356	2.55622512	3.499313584	2.940508096	2.015927434	2.357775566
ABTB2	3.702336639	4.002711067	4.190359939	4.276829337	4.285735282	4.100347218	4.316667917	4.180818991	2.805155725	3.052557825	0.56763168	0.823920904	1.28631986	1.698147258	-0.005134181	0.712059034
AC000003.2	-3.470924075	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-5.136602718	-4.930316679	-5.276993316	-1.13330872	0.8779718	-0.042812566	-0.29864264	1.095482756	0.155330491	-1.072212275
AC000068.5	-0.532324619	-0.422396291	-2.932726812	-5.368829095	-1.904089276	-0.689729712	-0.278621722	-1.760391678	1.491191009	0.16925405	1.651695945	1.227276598	1.914351083	2.607381794	2.174189518	1.24971582
AC000089.3	1.602324907	1.565112765	0.935169652	1.231083747	-0.216033283	-0.073058352	1.013144402	1.336469861	0.450927138	0.574510529	2.113600049	1.892092406	2.308014932	2.068515708	2.282442409	2.472108242
AC000123.4	-3.470924075	-3.695414786	-2.084729906	-0.613941593	-5.074014278	-4.596620308	-2.329247795	-4.930316679	-0.75343136	-3.455236815	-0.169333914	0.262042016	0.329388582	1.698147258	1.116856343	0.615843719
AC002116.7	0.498702276	0.447543168	-0.210260788	-0.414632785	-0.986551437	-0.073058352	-0.492746528	0.279136686	-0.884675893	-3.455236815	-2.491262009	-0.223384811	-0.29864264	-1.337476651	-0.185706427	0.28142468
AC002310.12	0.498702276	-0.070923921	0.767712906	-0.414632785	0.948353535	0.829644447	0.79413462	0.427235325	-0.75343136	-2.232844393	0.011238331	-0.042812566	1.28631986	-3.659404746	0.155330491	-0.782705657
AC002365.5	-0.19790558	0.602265763	-1.006727394	-0.5108481	0.352250477	0.158267194	0.644756996	0.198966338	-0.522105814	0.089083702	-0.906299508	-4.130275407	-3.758074259	-0.852049824	-1.2852421	-1.434782354
AC002383.2	1.052637881	0.741990527	-0.610798718	-0.239546078	0.707345436	-0.348692794	0.220949287	0.902573335	-3.692030816	-1.339759597	-4.07622451	-0.960350405	-3.758074259	-3.659404746	-4.092597023	-4.242137276
AC002400.1	-3.470924075	-5.280377286	-5.254654907	-2.561474173	-5.074014278	-4.596620308	-5.136602718	-3.345354179	-1.817561698	-2.718271221	-0.375784792	0.393286549	1.451379107	0.428058095	1.036685994	0.802256843
AC002463.3	-0.663569153	-0.326180976	-0.862337485	-0.083426876	-0.986551437	-1.137188689	-1.049139876	-1.470885061	0.872753803	-0.792271802	1.133228856	1.892092406	1.856635585	1.766860008	1.92977079	0.512750226
AC002480.3	0.370378179	0.005024933	0.526704806	-0.083426876	-1.167123682	-0.89618059	-2.814674623	-0.842853838	-3.692030816	-1.339759597	2.691959815	2.408883404	1.451379107	1.095482756	2.536759598	2.917734061
AC002480.4	-1.14899598	-2.958449191	-1.554215189	0.412530619	-1.904089276	-1.426695306	-5.136602718	-4.930316679	-2.107068315	-5.040199315	-0.616792891	0.117652107	0.329388582	0.588522767	0.155330491	0.512750226
AC002539.1	-1.355446857	-3.695414786	-2.447299985	-1.909397476	-1.167123682	-0.689729712	-1.049139876	-0.406754723	-5.276993316	-1.870274314	-4.07622451	-1.808347312	-3.758074259	-3.659404746	-4.092597023	-4.242137276
AC002550.5	-1.885961574	-0.525489784	-1.795223289	-2.561474173	-0.550452322	-1.426695306	-1.966677716	-0.842853838	-5.276993316	-1.580767697	-0.906299508	-1.808347312	-1.436146164	-3.659404746	-0.392157304	-0.154674435
AC003002.6	-1.885961574	-2.110452285	-1.347764312	-1.120901582	-2.266659356	-3.011657807	-2.814674623	-2.122961757	-0.419012321	-0.647881893	-4.07622451	-1.322920485	-0.950719337	-2.074442246	-2.507634522	-1.434782354
AC003005.2	-3.470924075	-3.695414786	-5.254654907	-5.368829095	-1.167123682	-4.596620308	-2.329247795	-4.930316679	1.409507211	1.263581433	-0.616792891	-1.808347312	-1.436146164	-3.659404746	-4.092597023	-0.541697558
AC003092.1	3.901215466	3.705464651	2.163197608	1.729202988	4.715519367	4.372046485	4.853501246	4.872199686	3.440683107	3.193420361	-1.268869588	-0.960350405	-3.758074259	-1.337476651	-4.092597023	-0.154674435
AC003682.17	-5.055886575	-5.280377286	-5.254654907	-5.368829095	-5.074014278	-4.596620308	-1.966677716	-4.930316679	0.504366397	0.574510529	-4.07622451	-1.322920485	-0.057634541	-2.074442246	-1.770668928	-1.920209181
AC003986.6	-5.055886575	-1.579937568	-3.669692407	-3.783866594	-1.904089276	-3.011657807	-0.492746528	-1.470885061	-5.276993316	-5.040199315	-1.268869588	-0.429835689	-0.950719337	1.625997473	-2.507634522	-2.657174775
AC003989.4	1.838931188	1.938791234	1.756572348	1.476660956	1.584197205	1.632198383	1.805911788	1.783928838	-0.067539951	-0.647881893	-0.375784792	-4.130275407	-0.057634541	0.041034972	-0.633165404	-0.33524668
AC004006.2	4.984403146	4.913148074	4.18621426	4.738387981	4.757292966	4.893227653	4.853501246	4.682551818	2.717360121	2.734587744	-2.491262009	-1.808347312	-3.758074259	-3.659404746	-4.092597023	0.150180147
AC004009.3	-0.807959062	-0.636521097	-0.731092951	-2.198904094	-0.430158088	-0.509157467	-1.436162999	-0.842853838	0.337716528	0.574510529	-1.268869588	-1.322920485	-0.950719337	-1.337476651	-4.092597023	-1.072212275
AC004022.8	-1.14899598	-2.110452285	-5.254654907	-0.083426876	-2.266659356	-1.137188689	-3.551640217	-2.608388584	-2.107068315	-1.870274314	-4.07622451	-4.130275407	-3.758074259	-3.659404746	-4.092597023	-4.242137276
AC004057.1	0.616538767	0.274211565	1.590835144	1.345416423	-0.029620158	-1.137188689	-0.381715215	-0.28646049	1.262165495	1.109547804	2.610276017	3.145848998	3.773307202	3.054840771	3.220285933	3.519413956
AC004156.3	-2.248531653	-1.192914445	-2.932726812	-2.561474173	-2.752086183	-3.011657807	-1.677171099	-1.470885061	-1.189530475	0.089083702	-0.906299508	-0.960350405	-3.758074259	-0.199973128	-2.507634522	-1.920209181
AC004158.2	-1.14899598	-0.75681533	0.102897097	-5.368829095	-1.167123682	-0.509157467	0.072850648	0.023879631	-2.107068315	-5.040199315	-4.07622451	-0.223384811	-2.173111758	-0.852049824	-1.770668928	-2.657174775
AC004160.4	2.163281945	1.995747119	1.565524055	1.425586771	1.401719153	1.9732353	1.982338355	1.988546558	0.337716528	-1.580767697	-2.491262009	-1.322920485	-3.758074259	-3.659404746	-4.092597023	-2.657174775
AC004231.2	-1.596454957	-0.525489784	-1.347764312	-2.198904094	-2.266659356	-2.274692213	-2.814674623	-2.608388584	-0.884675893	-1.339759597	-4.07622451	-1.322920485	0.634243164	-0.199973128	-1.770668928	-1.434782354
AC004381.6	4.803648211	4.706886726	4.365564918	4.436914777	4.383366601	4.121056115	3.755180986	3.918306261	3.31919644	3.502832505	3.254692368	2.61119158	3.461094262	3.235413017	2.940825979	3.394487345
