WT_RNA_Rep1	WT_RNA_Rep2	WT_RNA_Rep3	Null_RNA_Rep1	Null_RNA_Rep2	Null_RNA_Rep3
RPL27A	9.82319885801444	9.92153435363614	10.2972118880129	9.5551975313841	9.7292218951235	10.024489533708
TRIM66	3.67329564210095	3.28722288459295	2.90924172107786	3.37934075157319	2.93543889385604	2.46127297370324
STK33	4.27964990370463	4.25398958141019	4.12982908113299	3.79969383062186	3.22600924937821	3.62641517877545
LMO1	2.51944412426353	1.40511538991432	1.6045728265361	0.28118763207239	0.52915386858616	1.27125655432146
RIC3	4.11260377795131	3.97419484902882	3.84302920964923	3.66638062041777	3.16741459546737	3.09650868090562
TUB	5.88070061174654	5.52806615803557	5.51457939536648	4.82763863606839	4.64552578063377	4.70758402194591
EIF3F	7.79554201160192	8.00307277165629	8.09737874001486	7.53749123073318	7.65344197561073	7.89749720117921
OVCH2	-0.50961834133893	-0.335364688428126	-1.17192113181674	0.579711122624809	0.465728488444527	-1.16731645941817
CYB5R2	5.0058981462375	4.51287655635095	5.05404497239953	3.74061925070969	3.88025933449924	4.3379727763172
PPFIBP2	3.66588769236668	3.47951081559927	3.44605642613238	3.92438036125097	4.81415826722229	4.26950464755987
LOC124902806	-0.981686785654153	-0.738720382659335	-0.797525617035243	-2.25486526816782	-1.92254210127153	-5.41524397286176
OLFML1	-2.23544337789994	-3.37098859815885	-4.34184613325905	-2.25486526816782	-0.0792676049589848	-1.95581235422446
SYT9-AS1	-2.76595809459872	-3.37098859815885	-2.01991803837169	-2.99183086233403	-3.68807684763451	-3.8302814721406
SYT9	2.81566096304807	2.01444243903467	2.21784960885167	1.47486875676731	1.14986639425652	1.66157162418907
NLRP14	-2.47645147740373	-0.648522573687757	-1.83934579272987	-2.46131614563525	-3.68807684763451	-5.41524397286176
ZNF214	2.20877514679085	2.55974873940404	1.6805216797694	1.85505242391022	1.08802714043866	0.888536775315343
LOC102724711	-1.41232113998401	-1.78602609743769	-2.01991803837169	-1.20755955338946	-1.2551174403584	-2.60788905080416
ZNF215	3.5173875379696	3.35965135775794	3.21018247810002	3.43629663638526	3.32315040778875	3.05643124153028
LOC107984019	-2.02899250043251	-1.44498917960262	-2.01991803837169	-1.30377486864877	-1.92254210127153	-1.95581235422446
OR2AG2	-2.23544337789994	-3.37098859815885	-3.60488053909285	-1.51789967400161	-1.2551174403584	-2.60788905080416
GVINP2	-2.76595809459872	-5.69291669304621	-5.92680863398021	-2.25486526816782	-1.36614875274715	-0.660356470698292
GVINP1	-0.263457754069532	-0.266651938344112	-1.28295244420548	-0.607167012098701	-0.724602723659623	-2.24531897141945
LOC124902625	-5.93588309604103	-5.69291669304621	-3.60488053909285	-2.074293022526	-3.20265002046427	-0.557262977734188
MRPL17	6.04389933466206	6.14115926038867	6.20150796892333	6.26634254805617	6.34065804585039	6.75749604418761
DCHS1	6.19114394696357	5.00144119417524	5.01497260829832	6.42812931551386	6.33955274409865	5.53239296509007
TPP1	5.73610017605084	5.99051659978919	6.06223100298218	5.45157319059472	5.31698623237895	5.42317210293558
TAF10	6.13993028142043	6.08803310570345	6.33557988977081	6.11698396277377	6.24767753818689	6.55952909502758
ILK	3.28086276215428	3.32110377726872	3.10385850226673	3.35984457594739	3.69907887002847	3.26775061081992
RRP8	3.90174483713038	4.13204204748231	3.86923097484956	4.24444914164252	4.59640027017591	4.62778331073279
DNHD1	3.57784449991141	4.5298782098219	3.70800241619151	2.88536804833769	2.4858500843653	2.41130451442915
LOC644169	0.172641360737141	0.716474243091492	-0.797525617035243	-0.54704601966113	-0.724602723659623	-1.32778113161142
TIMM10B	5.42770415048355	5.11845800046373	5.24998784416739	5.60518707697945	5.59501150538949	5.50138194934948
ARFIP2	5.80937104591623	5.54847067095273	5.78098186154861	5.87956105205311	6.06045147342278	6.15698253993193
TRIM3	3.43698196407156	3.39189169475815	3.30441254673098	3.0156636742129	3.14227989978471	3.42080638219631
HPX	-1.54356567326227	-1.44498917960262	-1.4032466779232	0.606428461000588	2.01790105404801	1.55054031180033
APBB1	6.14526742523084	5.94144060809177	5.9546877508299	5.49332758142164	5.649545054358	5.9494378830028
SMPD1	2.93756101647435	2.79492334077684	2.72064979247471	3.93232182189557	4.77053482495009	4.51697077910663
LOC124902624	-3.12852817398342	-2.88556177098861	-1.67888112053662	-2.70232424513904	-3.68807684763451	-3.0933158779744
LOC101927825	-0.207962641477829	0.573869847648691	0.00392870358267711	1.05741265668582	0.884812820786072	-0.370849853503307
CAVIN3	2.54389716798807	2.06863453939827	2.0561849407141	4.3803086785071	4.26728245760849	3.99626701515031
CCKBR	4.64437547145876	3.47951081559927	4.0317440814508	5.01753124086967	5.19883904821274	4.85505135361028
CNGA4	-0.578331091422944	0.0884430204784493	-0.434955537650534	0.40809974455461	-0.395295098406663	-0.660356470698292
FHIP1B	4.86582526287543	4.65691739841104	4.76928953697565	4.94742183957894	4.88101924762763	4.99520737864223
C11orf42	-3.12852817398342	-1.60545385179587	-3.60488053909285	-3.35440094171873	-2.84007994107956	-3.8302814721406
OR56B4	-2.76595809459872	-3.37098859815885	-2.22636891583912	-2.46131614563525	-2.84007994107956	-1.71480425472067
TRIM22	4.03709669002526	3.56211187677252	3.57104320297091	3.51243640436935	3.31866998480608	2.5791094639971
TRIM6	3.10577605559619	3.36507502971297	3.89815010654831	4.61549945141558	4.67561989720448	4.41289251133235
TRIM5	3.71696187696095	3.91995180424483	4.0230180767789	4.19028756201909	4.20066640126375	3.87707765994028
HNRNPA1P53	-3.12852817398342	-2.23348507440891	-3.1194537119226	-2.074293022526	-3.68807684763451	-2.60788905080416
OR51J1	-2.23544337789994	-2.5229916916039	-4.34184613325905	-1.63819390771933	-1.48644298646486	-2.60788905080416
HBG2	-4.35092059531987	-5.69291669304621	-4.34184613325905	-1.30377486864877	-1.48644298646486	-0.771387783087035
HBG1	-4.35092059531987	-5.69291669304621	-5.92680863398021	-1.76943844099758	-1.92254210127153	-1.50835337725324
OR52A1	-0.444029999711353	-0.834935697918638	-0.972612323593334	-1.11736174441788	-1.48644298646486	-1.95581235422446
TRIM68	3.82067322648306	4.08680266209719	3.86272501099015	3.20237879123171	3.28691126435742	3.22500096336059
TRIM21	3.71337308147629	4.12885728892436	4.25930560556143	4.11553153635402	4.17858390318548	4.52873594148198
RDXP1	-0.891488976682574	-0.938029190882742	-3.1194537119226	-1.40686836161287	-0.518151846192196	-2.24531897141945
LINC02749	-2.02899250043251	-1.1693547369892	-1.83934579272987	-2.99183086233403	-2.55057332388457	-1.022926550083
RRM1	7.76747979792315	7.69415822626101	7.87802823137488	7.3006185953067	7.28562051867084	7.32516925917153
HMGN1P21	2.86824792514229	2.88073049444711	3.15267614984661	3.0156636742129	2.91777301956047	2.82793001061119
PPIAP40	0.832301228735899	0.535901997449671	0.893370328434979	1.44557444997327	1.18966740231449	0.312676481701439
STIM1	5.1173640298714	5.34394375362684	5.1849791018208	4.92105847389594	5.06614258550063	4.96521709222721
RHOG	4.53274094687699	4.44022551935439	4.82054519549785	5.14942479627702	5.40942860818351	5.49389907447814
PGAP2	5.19404383746937	5.09253577511233	5.45419347557072	4.70475034844986	4.76230963139978	5.0015535547443
NUP98	7.44714612504319	7.24537645110548	7.06842853646885	7.39678443132678	7.43047495628935	7.16807389527575
CHRNA10	-1.54356567326227	-1.30059927026745	-0.717355268351259	0.496455618975457	1.20916357794029	1.50361926441283
ART1	-3.61395500115367	-3.37098859815885	-4.34184613325905	-2.70232424513904	-0.337579600550376	-3.8302814721406
ART5	3.05563875003467	3.1988670101721	3.34231804516921	2.52824210764311	4.98364111749473	5.79846782524391
LOC107987159	-2.02899250043251	-0.938029190882742	-0.797525617035243	-0.0532314069981691	0.399385993615831	-0.771387783087035
LOC107984301	-1.41232113998401	-2.23348507440891	-3.60488053909285	0.632660002573768	1.62661967802178	0.257181369109735
LOC101927708	-3.61395500115367	-3.37098859815885	-5.92680863398021	-1.76943844099758	-1.61768751974311	-2.60788905080416
LOC105376526	-1.54356567326227	-1.99247697490512	-1.28295244420548	0.849471391646916	1.08802714043866	0.199465871253448
FAM86GP	3.54591633562472	3.57620998610321	3.62969742069172	3.29972358350982	2.95866185067334	4.8002890268839
OR7E12P	0.982980141233567	0.610864055130893	0.0504712895197075	0.579711122624809	0.497789697676825	0.515493364701126
TSSC2	2.29773658071867	2.09498586634522	1.38607432130415	1.33809002330687	1.18966740231449	2.70887733896743
ZNF195	5.48880809547193	5.33153043099444	5.09902303435182	5.73571147794555	5.6504367076873	5.31012228503388
MRGPRE	-5.93588309604103	-5.69291669304621	-3.1194537119226	-2.70232424513904	-1.76207742907829	-1.71480425472067
MRGPRG-AS1	-1.68795558259744	-1.1693547369892	-0.0441655846183676	-2.99183086233403	-2.84007994107956	-1.50835337725324
OSBPL5	4.67790636843155	4.42991130176146	4.42523479181522	4.49198491493023	4.08143044380174	4.52580363347882
LOC124902615	-0.0532400466791864	0.0350037615169892	-0.0441655846183676	-2.46131614563525	-3.20265002046427	-1.95581235422446
KCNQ1OT1	2.38152951772384	2.06863453939827	1.80790098624563	3.10737081537308	2.09328286589015	1.74462736391663
TSSC4	4.89145960819309	4.70261744241609	4.71253207467202	5.15395979424586	5.50520208788688	5.64207090492094
CD81	7.50641249256149	7.54055319447587	7.77157047822689	8.28448744053353	8.49884210458462	8.78143498880327
LOC105376520	-2.23544337789994	-3.37098859815885	-3.1194537119226	-1.91382835033275	-2.55057332388457	-3.8302814721406
LOC124902611	-2.76595809459872	-2.5229916916039	-3.1194537119226	-2.70232424513904	-1.48644298646486	-1.022926550083
RPL26P30	1.97700624018893	2.53108498115189	2.64683855351311	2.28532736243331	2.31642454460043	2.88396404552552
CD81-AS1	-1.68795558259744	-1.99247697490512	-1.67888112053662	-2.46131614563525	-4.42504244180071	-3.0933158779744
LOC124902612	-1.84842025479069	-1.99247697490512	-1.4032466779232	-3.35440094171873	-2.84007994107956	-3.0933158779744
TSPAN32	-1.18099559387756	-2.23348507440891	-1.4032466779232	-2.99183086233403	-3.20265002046427	-1.32778113161142
C11orf21	-5.93588309604103	-5.69291669304621	-5.92680863398021	-6.16175586377634	-2.84007994107956	-1.71480425472067
ASCL2	-0.806600079096061	-0.563633676101244	-1.53449121120145	-2.70232424513904	-0.880721925576905	-0.370849853503307
TH	-2.76595809459872	-0.648522573687757	-4.34184613325905	-2.25486526816782	-2.10311434691335	-1.50835337725324
IGF2-AS	-4.35092059531987	-1.99247697490512	-4.34184613325905	-2.99183086233403	-1.2551174403584	-1.32778113161142
IGF2	-2.23544337789994	-0.138327841368573	-3.60488053909285	0.0280686951036791	2.81336229752436	2.03596713897057
CTSD	8.11643021916771	7.84418034513346	7.9566938160999	8.34039221328122	8.46452489638469	8.55351280599017
LOC124902606	-0.50961834133893	-0.834935697918638	-1.4032466779232	-1.03247284683137	-1.61768751974311	-0.0576919682436765
MUC5B	-1.18099559387756	-1.60545385179587	-1.67888112053662	-1.91382835033275	-0.724602723659623	-0.129841753999512
CHID1	6.16510768805173	6.06238819521619	6.13624932964328	6.08883864341598	6.21791178167962	6.47540031075733
TSPAN4	5.10097735063202	4.84914784923723	5.06825183305251	4.95133511966604	5.10958467821925	5.35045651478934
POLR2L	6.27021551795477	5.97818203270226	6.31487665362142	6.70184968054511	6.88424442034236	7.18536587958495
CD151	6.00553137490188	6.38022069006417	6.37325787597711	6.13142836698317	6.51036819381785	6.70012486495846
CRACR2B	2.25887375838122	2.59710215388641	2.89017498927517	2.24338559936001	2.51747206353852	3.04828040040942
PNPLA2	4.94905055190873	4.69186705704714	5.04832282294113	4.94349791592454	4.93324245337968	5.41685487317737
SNORA52	-0.806600079096061	-0.938029190882742	-0.372219782302572	-0.0956666733185656	-0.455416090844234	0.693280483916409
RPLP2	8.94823971410922	9.17025324763634	9.41994746710551	8.86783333114751	9.16916551000837	9.52722471445315
PIDD1	4.61966467560604	4.63463595103503	4.75002997249394	3.87579109018584	3.77626468512659	4.14126208181017
PANO1	-1.41232113998401	-1.78602609743769	-1.83934579272987	-0.952302498147388	-0.965610823163418	-1.32778113161142
SLC25A22	5.42660871000504	4.92087277142637	4.98682879406889	5.18087443490207	5.26437321072449	5.29470140737074
CEND1	3.54591633562472	1.82278314523783	2.6693811221642	3.1624246828424	2.59362140246432	3.59318464920882
LOC124900301	2.28811857815708	2.65137921486961	2.68421616332714	1.86615013279355	1.48984094456133	2.11613748765455
GATD1-DT	0.603275715067004	1.20190107026173	0.968009129327734	-0.433835409213139	-0.455416090844234	-0.461047662474885
GATD1	5.85731376301992	5.84187251843406	5.83515806140188	5.31852945716003	4.9303086546241	5.21320156727542
TALDO1	7.27858781549489	7.16913944042325	7.59466912237758	7.91196731738068	8.1208069072596	8.36969753547529
EPS8L2	3.42825155896702	3.80892049185609	4.00835641562349	4.40715029072575	4.65799359315066	4.77087026667988
TMEM80	3.76282157072932	3.70582699889198	3.87570773114101	3.37934075157319	3.39726282172286	3.50659696421273
LOC124902603	-1.84842025479069	-4.10795419232505	-1.83934579272987	-3.83982776888898	-4.42504244180071	-2.60788905080416
ANO9	0.172641360737141	-0.201063596716535	1.45689565849384	1.40048656044473	1.08802714043866	1.84214386983089
SIGIRR	3.66588769236668	3.88262255378832	4.1619796047367	4.10151333659632	4.43190176202037	4.86668605409368
PKP3	-0.207962641477829	0.0884430204784493	0.0955591790482454	3.30788595346318	4.72724240050587	5.30670963993963
B4GALNT4	6.30043013100178	5.77825044067818	5.95162551557908	5.42461483133763	5.0581015333369	5.46204016066144
IFITM3	7.69722565889969	8.27781835156692	8.25022152314221	8.58302542705529	9.00893413261526	9.47240504571016
LOC105376505	-0.50961834133893	-0.201063596716535	-0.372219782302572	0.31397756719006	-0.228645228997211	0.0110207818403376
IFITM1	7.6743343410273	8.44239178876588	8.20849984783188	9.52181449831524	9.59770102415029	10.0081674335909
IFITM2	6.40034449344236	6.66545978728203	6.91534525065466	7.02575086398194	7.21715971210053	7.64291691153692
PGGHG	4.92442795887845	4.95723752062888	5.26856357342253	4.54301237558626	4.21278996034624	4.8713137887462
LOC100420679	-0.726429730412078	-0.738720382659335	-0.717355268351259	-0.669902767446663	-1.48644298646486	-1.71480425472067
PSMD13	7.42345467748219	7.59493994879433	7.76831088569501	7.76944332833507	7.92027039259018	8.23995130482656
SIRT3	4.50809644656023	4.71541304772118	4.69249432143548	3.81122392228995	3.69216774284368	4.07460398757754
RIC8A	6.60835691040063	6.25508543793146	6.31308818846565	6.80601076401818	7.08852067885759	6.95408072954558
BET1L	5.50550493330566	5.51104301019325	5.4191509624239	5.77230353112446	6.02031734012216	6.12148891697365
LOC101930129	0.213864023463654	0.0884430204784493	0.00392870358267711	-0.0120087442716561	-0.583740187819773	-0.891682016804747
LOC112268070	2.56794264195472	3.21096515268997	1.91239515411673	2.91772892005048	2.00680334516468	0.417646041302981
LINC01001	5.25948911136171	5.23263774682734	5.33234613488663	6.02528685056356	5.39885549350289	4.88739495092579
CICP23	0.439156335305897	-0.078206848931002	-0.145448920455549	1.55934332493085	0.810174019893317	-0.0576919682436765
SEPTIN14P11	0.403966906843597	0.329451119982244	0.0504712895197075	1.50358005340884	0.978679744250295	-0.285960955916794
RPL23AP60	0.403966906843597	0.415607763731959	0.702547986099401	0.346038776422358	0.139742176982811	0.774580586018257
RARRES2P2	-4.35092059531987	-4.10795419232505	-4.34184613325905	-2.70232424513904	-1.92254210127153	-5.41524397286176
FRG2B	-5.93588309604103	-5.69291669304621	-5.92680863398021	-2.70232424513904	-2.10311434691335	-3.8302814721406
CYP2E1	-4.35092059531987	-5.69291669304621	-3.60488053909285	-0.87635364491409	0.465728488444527	2.13165048702588
SCART1	-2.76595809459872	-2.5229916916039	-3.1194537119226	-1.51789967400161	-1.76207742907829	-0.370849853503307
SPRN	-2.02899250043251	-2.23348507440891	-4.34184613325905	-1.91382835033275	-1.36614875274715	-3.0933158779744
MTG1	5.88549229633151	5.76600251392138	5.86638822508074	5.99021200719185	6.03336417143582	6.16360041869644
PAOX	2.14626594531284	2.01444243903467	2.0561849407141	1.36962559673997	1.56742388551388	1.84214386983089
ECHS1	6.85589028481771	6.72835921224434	7.01954939990684	6.83171329782291	6.94000409936429	7.14198037659269
FUOM	3.60133530449757	3.65802248850022	3.55094963246368	3.95848201356562	4.19822941581792	4.41289251133235
BANF1P2	-2.76595809459872	-1.04906050327149	-1.4032466779232	-1.40686836161287	-1.36614875274715	-1.16731645941817
CALY	0.25394146283899	-1.04906050327149	0.376972114196894	-0.489330521804843	-0.228645228997211	1.02769952298697
ZNF511	3.53782265357839	3.48450284494303	3.89177354350065	3.22410653686512	3.58431966140298	3.66424081096506
LOC124902562	-4.35092059531987	-1.60545385179587	-1.67888112053662	-6.16175586377634	-6.01000494252187	-3.0933158779744
TUBGCP2	6.3653272752574	6.21209416934409	6.30711057460677	6.52540108036257	6.71940337446215	6.7449426037389
ADAM8	1.34024130923321	1.89954034422187	2.27776251026899	1.03791648106003	0.884812820786072	2.20680784659462
VENTX	2.25887375838122	2.85011512720903	2.79770521913974	4.31499034016313	4.45658139519737	4.58616422153105
UTF1	1.09753990549642	1.4260243796773	1.89973985331071	4.78441937694722	5.57072470907709	5.43572417812068
LOC105378573	-2.23544337789994	-2.5229916916039	-1.4032466779232	-1.51789967400161	-1.61768751974311	-1.95581235422446
KNDC1	5.03350342530126	4.63911985531544	4.8989451989029	4.04159213920342	3.6535531616954	4.15650867064179
ADGRA1	-0.263457754069532	-1.30059927026745	-0.972612323593334	-3.35440094171873	-1.1520239473943	-1.32778113161142
CFAP46	2.46925836709532	1.74171153459051	2.2280094750719	1.77488207522623	2.23316904095108	2.13165048702588
NKX6-2	-0.0532400466791864	-0.938029190882742	-0.312098789865001	-2.46131614563525	-2.84007994107956	-1.022926550083
INPP5A	4.50394778794036	4.41691396123258	4.64019673626682	4.75934122433045	4.99772317211038	4.99308576790563
LOC107984282	-1.07790210091346	-0.834935697918638	-0.569256629362125	-1.40686836161287	-0.965610823163418	-1.95581235422446
LINC02870	-3.12852817398342	-4.10795419232505	-3.1194537119226	-1.30377486864877	-0.965610823163418	0.0110207818403376
LOC105378568	-1.84842025479069	-3.37098859815885	-2.46737701534291	-2.25486526816782	-0.395295098406663	-0.891682016804747
PWWP2B	3.24153644194821	2.63351279407609	3.09278209437767	3.15339369847996	3.24502362729686	3.50659696421273
LOC124902526	-1.41232113998401	-1.78602609743769	-1.83934579272987	-1.63819390771933	-2.10311434691335	-2.60788905080416
LRRC27	3.02121894552126	3.44407441903402	3.26548418049056	2.05256325702443	2.00680334516468	2.25009194432342
STK32C	3.95438118098008	4.2333793017349	4.42744074796503	3.4511126335147	3.38445775208845	4.07460398757754
DPYSL4	4.42715653421549	4.41691396123258	3.81297197579305	5.48345221899835	5.40732017515805	5.36365450314662
JAKMIP3-AS1	-2.02899250043251	-2.23348507440891	-5.92680863398021	-1.76943844099758	-3.20265002046427	-3.0933158779744
JAKMIP3	1.24402599397391	1.34050630849124	1.17122344898032	2.6931125194839	2.01790105404801	2.00260854202414
LOC124902525	-3.12852817398342	-5.69291669304621	-5.92680863398021	-1.30377486864877	-1.61768751974311	-1.16731645941817
BNIP3	6.0467540376284	7.65622628700099	7.3289576231486	6.27989152647727	6.39646582600741	6.79390473749399
PPP2R2D	5.26440250918327	5.57679442809657	5.4113706159199	5.31953904085476	5.35139059064402	5.42474709767813
LOC100134362	-3.12852817398342	-2.23348507440891	-1.53449121120145	-4.57679336305518	-3.20265002046427	-3.8302814721406
LOC101927461	-1.2920269062663	-2.88556177098861	-1.83934579272987	-3.83982776888898	-2.55057332388457	-5.41524397286176
TCERG1L	3.33791250317324	2.00057026445312	2.58494401978717	2.96494860906685	3.15741320330987	2.75968170963892
LOC124902561	-0.263457754069532	-1.78602609743769	-1.06882763885264	0.142024884400765	0.21881374797401	-0.557262977734188
GLRX3	6.48012268451824	6.59161826096221	6.74980962960831	6.94136799270177	6.94764127269654	6.99864835551088
LOC105378561	-2.76595809459872	-2.88556177098861	-1.67888112053662	-3.83982776888898	-3.20265002046427	-5.41524397286176
LOC102724883	-1.54356567326227	-0.738720382659335	-0.717355268351259	-2.99183086233403	-2.55057332388457	-1.95581235422446
CTAGE7P	-0.726429730412078	-0.266651938344112	0.0504712895197075	-1.40686836161287	-1.055808632135	-2.24531897141945
C10orf143	1.70074152450262	1.98656340645924	1.6805216797694	1.03791648106003	0.860359777061534	0.959795458485164
EBF3	-0.102993081876286	0.329451119982244	0.0955591790482454	0.247635072361364	1.18966740231449	0.0110207818403376
MGMT	3.18046086519644	3.28722288459295	3.10936497857328	2.16467362334597	2.58618481362254	2.98989749027458
MKI67	8.52706643470487	8.25353272873818	7.3289576231486	8.18205444005314	7.82732732612531	7.03054686318632
PTPRE	-0.00514575847814149	0.965294789705585	0.482582302157493	-0.433835409213139	0.619351677557739	0.0766091234679143
FOXI2	-0.726429730412078	-1.44498917960262	-0.19888817941701	2.38899092160691	1.79089495739843	1.50361926441283
LOC124902524	-3.61395500115367	-4.10795419232505	-1.67888112053662	-3.35440094171873	-3.20265002046427	-3.8302814721406
LOC105378551	-4.35092059531987	-2.88556177098861	-4.34184613325905	-4.57679336305518	-2.10311434691335	-5.41524397286176
INSYN2A	-1.2920269062663	-1.1693547369892	-2.22636891583912	0.28118763207239	0.21881374797401	-1.16731645941817
LOC124900289	0.130206094416745	-0.563633676101244	-0.19888817941701	-0.0532314069981691	0.139742176982811	-0.557262977734188
DOCK1	6.74601413074521	6.83626981220468	6.21753095726763	6.29177200390545	6.26699179677525	5.62298916187002
LOC105378550	2.59159391001937	2.81883596072117	2.69890020908426	2.63590566207742	1.99561960667201	1.61817902867569
C10orf90	-3.61395500115367	-4.10795419232505	-5.92680863398021	-0.607167012098701	-0.0792676049589848	-1.16731645941817
ADAM12	2.90646724737278	3.41299181552495	0.339977906714692	0.178094139108286	2.20431417827889	0.888536775315343
FANK1	1.05280159073114	1.8384647674701	1.54079691610279	-0.0120087442716561	0.139742176982811	0.774580586018257
DHX32	5.48565581080725	5.81140575524568	5.53518231660536	5.0434264624523	4.97370125013748	4.96305088305013
BCCIP	6.62993301105986	6.61570675208493	6.61016703163043	7.00110747383179	6.99509323571784	7.15579757473933
UROS	5.8491606187387	5.71912382150544	5.76187878924233	5.36033520511073	5.2573669887434	5.36693522096945
EDRF1-AS1	-1.84842025479069	-1.60545385179587	-2.22636891583912	-3.35440094171873	-2.84007994107956	-2.60788905080416
EDRF1	5.31855505222623	5.42407698450077	4.8781290380717	5.32759037694276	5.24914982634497	4.8002890268839
EDRF1-DT	-2.23544337789994	-3.37098859815885	-2.01991803837169	-3.35440094171873	-4.42504244180071	-5.41524397286176
LOC124902520	-1.2920269062663	-1.99247697490512	-1.53449121120145	-0.804203859158255	-0.965610823163418	-2.60788905080416
CTBP2	7.40827408452809	7.35471848067882	7.27454955005046	7.54808184862963	7.50063561703019	7.35645181698826
ZRANB1	4.66495901834627	4.89860565352453	4.47513748999633	4.54301237558626	4.6721118224282	4.38403764866016
ABRAXAS2	4.36446946428719	4.6165596607949	4.41415413027149	3.99685382443814	4.32426834278532	4.14508886135068
EEF1AKMT2	4.13155126471549	4.37720425143061	4.34582115099616	4.22302788631701	3.9456449650065	3.87246840668769
FAM53B	5.38998448453439	5.19658727036527	5.00318942862882	4.98735612693055	5.01997240406771	4.8620434272686
LHPP	4.42276810485186	4.56564934084372	4.76928953697565	3.1305657690257	2.91183599455262	3.54185806870053
NKX1-2	4.12885966870923	4.05695273435063	3.5908607541536	6.22329762456981	6.70831386795739	6.60608305976261
OAT	6.46098922246953	6.48107268112032	6.86740413600286	7.41129954593237	7.79321805699659	7.76916650938812
CHST15	4.86582526287543	4.65691739841104	4.77276381930706	5.22679964020622	5.31473816797255	5.20405898255393
LOC107984128	-0.0532400466791864	-0.48346332741726	0.548924796986189	-0.489330521804843	0.465728488444527	-0.20579060723281
CPXM2	2.97999628279475	2.62449592071866	3.59871217511486	2.54214770966833	2.39513652061447	2.53312325872292
GPR26	-1.54356567326227	-2.88556177098861	-2.22636891583912	-2.99183086233403	-2.55057332388457	-3.8302814721406
LINC02641	-0.00514575847814149	0.0350037615169892	-0.882414514621756	-2.70232424513904	-3.20265002046427	-2.24531897141945
LOC107984275	-1.68795558259744	-1.44498917960262	-1.4032466779232	-1.40686836161287	-3.20265002046427	-1.16731645941817
BUB3	7.25100491398893	7.16214642532141	7.13574350539657	7.15296898083569	7.08456763597093	7.11003212500536
HMX2	-2.47645147740373	-3.37098859815885	-1.83934579272987	-3.35440094171873	-1.2551174403584	-2.60788905080416
HMX3	-2.47645147740373	-5.69291669304621	-1.83934579272987	-3.35440094171873	-2.84007994107956	-2.24531897141945
ACADSB	4.48302363521687	3.89392309491562	3.89177354350065	4.62696246891412	4.15112694046244	4.12585264248776
IKZF5	3.81398633135582	3.71009533052879	3.5590206747217	3.4511126335147	3.58431966140298	2.94669980087348
PSTK	2.76108443019326	2.50184016137604	2.78399779971914	2.17363449091759	1.90288439370809	2.01938425477496
LOC124902519	0.832301228735899	0.782816737920188	-1.06882763885264	1.20456635046948	0.860359777061534	0.199465871253448
C10orf88	3.87629420947342	3.91256282501546	3.93582872357858	3.23698782816186	3.15741320330987	3.07259606096129
C10orf88B	-1.2920269062663	-1.04906050327149	-0.882414514621756	-1.76943844099758	-1.92254210127153	-1.32778113161142
FAM24B	-5.93588309604103	-4.10795419232505	-4.34184613325905	-2.99183086233403	-2.10311434691335	-2.60788905080416
DMBT1	-2.23544337789994	-4.10795419232505	-5.92680863398021	-2.074293022526	-1.61768751974311	-2.60788905080416
HTRA1	3.94828742306741	3.4182189771885	3.80959329733808	3.09798739991444	4.99632113600306	4.3379727763172
PLEKHA1	5.33499619928776	5.24592776441996	4.85208984202817	5.1161126824005	5.00610689569864	4.3775463214393
LOC124902518	-1.54356567326227	-2.23348507440891	-2.46737701534291	-2.074293022526	-1.76207742907829	-2.24531897141945
TACC2	5.90292688966753	5.23412047567408	5.28325384926002	5.92006041433286	5.68304635287513	5.69393373049351
LOC124902517	-1.18099559387756	-0.266651938344112	-1.06882763885264	-2.074293022526	-2.84007994107956	-2.60788905080416
NSMCE4A	5.62588216758668	5.71275663923566	5.82515377948064	5.10912343155245	5.00331773090358	5.33713667369113
ATE1-AS1	-1.84842025479069	-2.5229916916039	-2.46737701534291	-1.76943844099758	-1.61768751974311	-2.60788905080416
ATE1	4.49352364547295	4.66793039113345	4.27408997105823	4.63347210225234	4.82209390351726	4.14890551712397
FGFR2	7.38138818095754	6.86143232901723	7.21673402025301	6.52452579136809	6.41914022795687	6.43845544743846
LOC124902516	-5.93588309604103	-5.69291669304621	-5.92680863398021	-3.83982776888898	-0.652452937903787	-3.0933158779744
WDR11	6.16050263841162	6.36541333315944	6.00281964904435	5.96849292027435	5.88897426210064	5.68344612381183
WDR11-DT	-2.47645147740373	-1.1693547369892	-0.972612323593334	-2.99183086233403	-2.84007994107956	-2.60788905080416
PLPP4	-3.61395500115367	-4.10795419232505	-2.22636891583912	-0.184475940276422	2.27076582760873	0.851542567833141
RPL21P16	8.32172573080475	8.41650590153791	8.72485974928069	8.02087126372301	8.14821025414196	8.39402173723278
LOC124902514	-5.93588309604103	-5.69291669304621	-5.92680863398021	-4.57679336305518	-1.61768751974311	-3.0933158779744
SEC23IP	6.13390229894227	6.02518802007555	5.81255007345319	6.31979132642695	6.30994936816507	5.95053166246451
MCMBP	7.05970741632527	6.92294280053687	6.87833063033653	7.06420466345982	7.01253626093296	6.94423107598778
INPP5F	4.65563925052971	5.00665576024106	4.59184452169318	4.60890802914042	4.60194199929811	4.96738005371316
BAG3	4.15025312898628	4.3958715456707	4.54385024008034	5.42273693319954	6.06781217837403	6.02821763936563
